unique_id,prey_1,prey_2,prey_3,prey_4,prey_5,prey_6,prey_7,prey_8,prey_9,prey_10,prey_11,prey_12,prey_13,prey_14,prey_15,prey_16,prey_17,prey_18,prey_19,prey_20,prey_21,prey_22,prey_23,prey_24,prey_25,prey_26,prey_27,prey_28,prey_29,prey_30,prey_31,prey_32,prey_33,prey_34,prey_35,prey_36,prey_37,prey_38,prey_39,prey_40,prey_41,prey_42,prey_43,prey_44,prey_45,prey_46,prey_47,prey_48,prey_49,prey_50,prey_51,prey_52,prey_53,prey_54,prey_55,prey_56,prey_57,prey_58,prey_59,prey_60
F0960,0.68,0,0.73,0.71,0.88,0.91,0.61,0.5,0.42,0.08,0,0.1,0.61,0.38,0.4,0.54,0.2,0,0,0.04,0.91,0,0.84,0.46,0.17,0,0.99,0,0,0.43,0.37,0,0.52,0,0,0,0,0.15,0.84,0,0.36,0.27,0.89,0.32,0.05,0.52,0,0.63,0,0,0,0.61,0.59,0.13,0.98,0,0.82,0.28,0.39,0.05
F0961,0.97,0.87,0.55,0.97,0,0,0.23,0.83,0.43,0.33,0.53,0.98,0.96,0.56,0.59,0.76,0.17,0.11,0.68,0.94,0,0.27,0,0,0.93,0.43,0.3,0.96,0.52,0.21,0,0.32,0.28,0.34,0.02,0.88,0.32,0.88,0.11,0.71,0.57,0.59,0.86,0.14,0.32,0,0,0.79,0,0.07,0.6,0.76,0,0.99,0,0.15,0.62,0,0,0
F0962,0.66,0.57,0,0.36,0.85,0.76,0,0.07,0.17,0.84,0.55,0.82,0,0.09,0,0.01,0.57,0,0.22,0.23,0.4,0.06,0,0.15,0.23,0,0.54,0.34,0.3,0.39,0.37,0,0.93,1,0.61,0.49,0.61,0.06,0.03,0.8,0,0.42,0.36,0.76,0,0,0,0,0,0.19,0,0.97,0.64,0.75,0.64,0,0,0.83,0.51,0.04
F0963,0,0.5,0,0.13,0.59,0,0.86,0.41,0.81,0.1,0.11,0,0.94,0,0.05,0,0,0.42,0.34,0.36,0.59,0.62,0,0.41,0.51,0,0.42,0,0,0.85,0,0,0.13,0.42,0.97,0.35,0,0,0.21,0.19,0,0.39,0.43,0.31,0.52,0.64,0.88,0,0,0.97,0,0.25,0.73,0.34,0.42,0,0.59,0.32,0,0.32
F0964,0.98,0,0,0.08,0.21,0.66,0.91,0.24,0.5,0.33,0.43,0,0.73,0.05,0.29,0,0,0.64,0.24,0.12,0.09,0,0,0.55,0.24,0,0.79,0,0,0,0.52,0.93,0,0,0.59,0,0,0.03,0.72,0.14,0,0.57,0,0,0.95,0,0,0.59,0.93,0.33,0.03,0.65,0.78,0,0.02,0,0.05,0.57,0.41,0
F0965,0.97,0,0.12,0,0,0.65,0.39,0.42,0.98,0,0.97,0.45,0.12,0,0.29,0.92,0,0.19,0.27,0.54,0,0,0,0.86,0.92,0,0,0.72,0.46,0.62,0.04,0.03,0.12,0.59,0.65,0.55,0.07,0.56,0.17,0.28,0.59,0.23,0.07,0,0.26,0.28,0.94,0.03,0,0.64,0,0.49,0,0,0,0.07,0.42,0.08,0.86,0.12
F0966,0,0.58,0.64,0,0.1,0,0.33,0.03,0.39,0.65,0.23,0.08,0.48,0.13,1,0.59,0,0,0,0.31,0,0,0.58,0,0.76,0.19,0.24,0.39,0.81,0,0.27,0.73,0,0,0.1,0,0.61,0.64,0.84,0,0,0.58,0.93,0.99,0,0,0,0.59,0.88,0.07,0,0.84,0.43,0.87,0,0.11,0.74,0.37,0,0
F0967,0,0.53,0,0.84,0.13,0.29,0.97,0.01,0,0,0,0.72,0.46,0,0.81,0,0.54,0.91,0.81,0.13,0.48,0,0.23,0.92,0.88,0.44,0.42,0.09,0,0.33,0.57,0.21,0,0,0.82,0.28,0.98,0,0,0,0,0.85,0.95,0.95,0.15,0,0.02,0.32,0.74,0,0,0.25,0,0.23,0,0,0.7,0.1,0,0.25
F0968,0.68,0,0,0.32,0.92,0.95,0,0.04,0,0.67,0.24,0.56,0.24,0.05,0,0.89,0.79,0,0,0,0,0.17,0,0.08,0,0.67,0.8,0.28,0,0,0,0,0.59,0.69,0.22,0.58,0.32,0.53,0.81,0.39,0.32,0.07,0.25,0,0,0,0,0.3,0.61,0.83,0.92,0,0,0,0.91,0.9,0.43,0,0,0.68
F0969,0.14,0.78,0.47,0.35,0.88,0.27,0,0,0.49,0.58,0,0,0.62,0.83,0,0.25,0.71,0.31,0.38,0,0,0.95,0,0,0.14,0.51,0.76,0.55,0,0.33,0,0,0.46,0,0.69,0,0.57,0,0.61,0.59,0.86,0.65,0,0.15,0.28,0.54,0,0.8,0.12,0.4,0,0,0.35,0.59,0.25,0.75,0.02,0,0.15,0.6
F0970,0.22,0.63,0.9,0,0,0,0.04,0,0.61,0.11,0.05,0.48,0.47,0,0.64,0.11,0.29,0.19,0,0,0,0,0,0.02,0,0,0.51,0.77,0,0.84,0,0,0.42,0,0.47,0.98,0.69,0.62,0.27,0,0.16,0,0,0.48,0.16,0,0.8,0,0.31,0,0.92,0.16,0.4,0,0.2,0,0.99,0.8,0.21,0.84
F0971,0.62,0,0,0,0,0,0,0,0.46,0.75,0.25,0,0.17,0.34,0.07,0.24,0,0.48,0.83,0.25,0,0.32,0.58,0,0.31,0,1,0.72,0.59,0,0,0.87,0.24,0.87,0,0.45,0,0.09,0.17,0,0,0.85,0.32,0.73,0.94,0.08,0.02,0.34,0.23,0,0,0.25,0.93,0,0.14,0,0,0.11,0.28,0.21
F0972,0.82,0.25,0.87,0,0.6,0,0,0.06,0.9,0.61,0.32,0.84,0.02,0.39,0,0.14,0.04,0.47,0.27,0.36,0.83,0,0.15,0,0.15,0,0.77,0.23,0.25,0,0.08,0.59,0.32,0,0.93,0.93,0.09,0.49,0.32,0,0.07,0.76,0.7,0.69,0.43,0.93,0.12,0,0,0.31,0.48,0.82,0.28,0.29,0,0.3,0.53,0.79,0.53,0.18
F0973,0,0.32,0,0.83,0.17,0,0.48,0,0.92,0.17,0.91,0.62,0.62,0.84,0,0,0.28,0.01,0.75,0.62,0.72,0.27,0,0,0,0.68,0.21,0.74,0.36,0,0.25,0.11,0,0.62,0.26,0.57,0.67,0,0,0.11,0.03,0,0.91,0.19,0,0.79,0.04,0,0.16,0,0,0,0,0,0.66,0,0.24,0.57,0,0
F0974,0.78,0,0,0,0,0.41,0.93,0.31,0,0.88,0.56,0,0.92,0.9,0.5,0.81,0,0.54,0.68,0.7,0,0,0.04,0.31,0.58,0.42,0.24,0.99,0,0,0.07,0,0.04,0.75,0,0.11,0.85,0,0.43,0,0.98,0.97,0.77,0.73,0.98,0.07,0.77,0.46,0.91,0.85,0.85,0.6,0.01,0.33,0,0,0.68,0.35,0.86,1
F0975,0.78,0.52,0,0.46,0.55,0,0,0,0.63,0.13,0.14,0,0,0.44,0.13,0.45,0,0.69,0.24,0.3,0,0.22,0,0,0.44,0.18,0.36,0,0.66,0.97,0.65,0,0,0,0.2,0.54,0.68,0.47,0,0,0.33,0.77,0.93,0.4,0.54,0.82,0.3,0.53,0,0,0.59,0,0.42,0.24,0,0,0.43,0.21,0.48,0.13
F0976,0,0.97,0,0,0,0.54,0.2,0.8,0.82,0.42,0.51,0,0.69,0.47,0,0.81,0,0.26,0,0,0.34,0,0.76,0.97,0.02,0.93,0,0.07,0.93,0,0,0,0,0.45,0.47,0,0.7,0,0.25,0,0.84,0.26,0,0.74,0.24,0.19,0.12,0,0,0.86,0,0.07,0,0,0.95,0.37,0,0.29,0,0
F0977,0,0.48,0.64,0,0.06,0.52,0.37,0.49,0.86,0.63,0,0,0.83,0,0,0.83,0.25,0.1,0.99,0,0.54,0.81,0.18,0,0.27,0.87,0.99,0,0,0.05,0,0.73,0,0,0,0,0.51,0.88,0,0,0,0.92,0.65,0.41,0.06,0.57,0.47,0.75,0.86,0,0,0.29,0.92,0,0,0.16,0,0,0.28,0
F0978,0,0.22,0,0.86,0,0,0,0.61,0.71,0.47,0,0.46,0.92,0,0,0.77,0.31,0.9,0.67,0.11,0.55,0,0.94,0.33,0.5,0,0.88,0.15,0.83,0.53,0.83,0.58,0.69,0,0,0.64,0.53,0,0.06,0,0.84,0,0.85,0,0,0.63,0,0.45,0.34,0,0.06,0.73,0,0.87,0.06,0.41,0.12,1,0,0.71
F0979,0.38,0.25,0.83,0.31,0.57,0,0.63,0,0.78,0.27,0,0,0.41,0.16,0,0.47,0.42,0.96,0.18,0,0,0.23,0.32,0.77,0,0.76,0.14,0.59,0.39,0,0.73,0.57,0.01,0.2,0,0,0,0.19,0.53,0.51,0.21,0.81,0.56,0.02,0,0.84,0.41,0,0.29,0.54,0.06,0.6,0.98,0.24,0,0.23,0.39,0.24,0,0
F0980,0.4,0.04,0,0.27,0,0,0.58,0.75,0.59,0,0.82,0.81,0,0,0.4,0.01,0.9,0.21,0.22,0,0.39,0.36,0.4,0.28,0.92,0.67,0.46,0,0.13,0,0.63,0.87,0,0,0.12,0,0.74,0.73,0.76,0.64,0.13,0.72,0,0.12,0.7,0.01,0.16,0.99,0.33,0,0,0,0.99,0.51,0.77,0,0.22,0.61,0,0.2
F0981,0.97,0.35,0,0,0,0,0,0.95,0,0.68,0.84,0,0,0.77,0,0,0.49,0.63,0.3,0.15,0,0.84,0,0.37,1,0.44,0.92,0,0.96,0.75,0,0.19,0.03,0.39,0,0.41,0.61,0.5,0.73,0.36,0,0,0.5,0.52,0.52,0.77,0.85,0.98,0,0,0,0,0.92,0.5,0.55,0.25,0,0.96,0.12,0.75
F0982,0.06,0,0,0.5,0,0.37,0.32,0,0.45,0,0,0,0,0,0,0.4,0.41,0.17,0.92,0.47,0,0.41,0.04,0.36,0.21,0,0.73,0.41,0.25,0.08,0.65,0.5,0.12,0.24,0,0.15,0.05,0.19,0,0.48,0,0,0,0.54,0.13,0,0.44,0.92,0.92,0.22,0,0.71,0.26,0,0,0.57,0,0,0,0.01
F0983,0.13,0,0,0,0.7,0.38,0,0,0.2,0,0.31,0,0,0.49,0.15,1,0,0.94,0.97,0.36,0.36,0.47,0.63,0.06,0.2,0,0.34,0.03,0,0.71,0.98,0,0,0,0,0,0,0.9,0.86,0.21,0.43,0,0.95,0,0,0.04,0.72,0,0.41,0,0,0.59,0,0,0,0,0,0.55,0.3,0.03
F0984,0.75,0,0.22,0.71,0,0.26,0.5,0.49,0.11,0.42,0,0.11,0,0.71,0.79,0.04,0.74,0,0.02,0.72,0.86,0.07,0,0.34,0.84,0,0,0,0.71,0.33,0,0,0.01,0.02,0.36,0.51,0,0,0.72,0.65,0.55,0,0.66,0,0.33,0.47,0.56,0,0,0,0.35,0.51,0,0.46,0,0,0,0,0,0.44
F0985,0.11,0,0,0.68,0.28,0,0,0.43,0.5,0,0.1,0.25,0.24,0.76,0.06,0.04,0,0,0.29,0,0,0,0.96,0.21,0,0.43,0,0.76,0.45,0,0.96,0.43,0,0,0,0.35,0,0.48,0,0.36,0.65,0.36,0.82,0.3,0.64,0,0.47,0,0.97,0.07,0,0.58,0,0,0.46,0.45,0.09,0,0.32,0.4
F0986,0,0,0.94,0.38,0.34,0.49,0.14,0.09,0.17,0.64,0.65,0.78,0.95,0,0,0.95,0,0.83,0.21,0.42,0,0.38,0.47,0.41,0.71,0.37,0,0.08,0.13,0.97,0,0.32,0,0,0.29,0,0.79,0.6,0.28,0.17,0,0.02,0.49,0,0,0.73,0,0,0,0,0,0,0,0.8,0.85,0.71,0.68,0,0.41,0.46
F0987,0,0.83,0.22,0,0.08,0.67,0.45,0.77,0,0.09,0,0.91,0.4,0,0,0.36,0,0.87,0.84,0,0.29,0.14,0.73,0.92,0,0,0.16,0.97,0,0.69,0,0.58,0.91,0.18,0.93,0.69,0.26,0,0,0,0,0,0.68,0.68,0,0,0.18,0,0.01,0.58,0.95,0,0.38,0.26,0.86,0,0.09,0.93,0.89,0.45
F0988,0,0,0.8,0.24,0.47,0.25,0,0.48,0.54,0,0.57,1,0.4,0,0,0,0.36,0.15,0,0.78,0,0,0,0.25,0.32,0,0.54,0.88,0.32,0.47,0,0.56,0,0.29,0,0.72,0.69,0.58,0.3,0.44,0.66,0,0.55,0.65,0.15,0,0.36,0,0,0.06,0,0,0,0,0,0,0,0.69,0.03,0.15
F0989,0.38,0.31,0.76,0.77,0.96,0.4,0.69,0,0,0.63,0.66,0.73,0.97,0.85,0,0,0,0.72,0.41,0.3,0.51,0.26,0.12,0.2,0.41,0.24,0.23,0,0.43,0.48,0.92,0,0.58,0.98,0.94,0.78,0,0,0,0,0.09,0.75,0.64,0.09,0.82,0,0.03,0,0.12,0,0.16,0.47,0.16,0.84,0,0.79,0,0,0.77,0.66
F0990,0.07,0.16,0.34,0.42,0.52,0.16,0.84,0,0.05,0.25,0.31,0.12,0.34,1,0.05,0.35,0,0.04,0.18,0.09,0.72,0,0.89,0.92,0,0.56,0,0.59,0.51,0,0.78,0,0.3,0,0.1,0,0.41,0.44,0,0.43,0,0,0,0.54,0.96,0.91,0.26,0.49,0,0.73,0,0.35,0.7,0,0.06,0.75,0,0,0.48,0
F0991,0.13,0.22,0.26,0,0,0.76,0.73,0.65,0.66,0,0.25,0,0,0.69,0,0.16,0,0,0.53,0.5,0.29,0,0,0.11,0,0.95,0.9,0,0.4,0,0,0.1,0,0,0.72,0,0.33,0,0.74,0.41,0,0,0.44,0.48,0.54,0.34,0.07,0,0,0,0.5,0.66,0.15,0.3,0.84,0,0,0.39,0.8,0.83
F0992,0.83,0.56,0.51,0.04,0,0.35,0.15,0.51,0,0.34,0.31,0,0,0.67,0.77,0.28,0,0.31,0.25,0.63,0,0.33,0,0.63,0.95,0,0.63,0,0,0.94,0.14,0,0.65,0.29,0,0,0.65,0.62,0,0.35,0,0.8,0.17,0.12,0.71,0.44,0.66,0.16,0.96,0.49,0.99,0.75,0.92,0.43,0.02,0,0.87,0,0.43,0.04
F0993,0.77,0.03,0,0,0,0.2,0.24,0.57,0,0.7,0.39,0.04,0.35,0,0,0.64,0.67,0.82,0,0.47,0.08,0.03,0.81,0.13,0.75,0.77,0,0.58,0.8,0,0.41,0.91,0.95,0,0.25,0,0,0.18,0,0,0,0,0,0.78,0.5,0.97,0.92,0.94,0,0,0.28,0,0.69,0.25,0.81,0,0.72,0,0.92,0.56
F0994,0.8,0.4,0.35,0.43,0.33,0,0.7,0,0,1,0.51,0,0,0.69,0.29,0.47,0.64,0.2,0,0.19,0.23,0.35,0,0,0,0,0.49,0.92,0.85,0.31,0.59,0.59,0.04,0.53,0.07,0.18,0,0.06,0.84,0,0.32,0.06,0,0.22,0,0,0.19,0,0,0.84,0.7,0.1,0.56,0.23,0.91,0,0.46,0,0.11,0.51
F0995,0.25,0.08,0.23,0,0.71,0,0.9,0.79,0.35,0,0.83,0.52,0.22,0,0.44,0.9,0.56,0.56,0,0,0,0,0.68,0,0.24,0.39,0.68,0.19,0.2,0,0.42,0.05,0.39,0.22,0.37,0.62,0.29,0.89,0.05,0.09,0.14,0.31,0.51,0.41,0,0.39,0.93,0.44,0,0.33,0,0,0,0,0.45,0,0,0,0,0.14
F0996,0,0,0,0,0.18,0,0,0.4,0.96,0,0.24,0,0,0,0,0,0.08,0,0,0,0.75,0.14,0,0,0.65,0.95,0.19,0.99,0.89,0.16,0.02,0.45,0,0.8,0.13,0.82,0.19,0.98,0.4,0.77,0.67,0.78,0.62,0,0.56,0.28,0,0,0.74,0.3,0.49,0.85,0.3,0,0.85,0,0.74,0.67,0,0.18
F0997,0,0.25,0.72,0.77,0.9,0,0.44,0,0.44,0,0.09,0.88,0.39,0.29,0.63,0.16,0.71,0.99,0,0.04,0.25,0.49,0.39,0.67,0.22,0,0.78,0.72,0.78,0.9,0.09,0,0.99,0.08,0.08,0.81,0,0,0,0.5,0.39,0.99,0,0,0.83,0.81,0.23,0.92,0.41,0.29,0,0.32,0.38,0,0,0,0.6,0,0,0.55
F0998,0.13,0.97,0,0.51,0,0,0.51,0.75,0.89,0.83,0.42,0.94,0.38,0,0.46,0,0,0.91,0,0.92,0.16,0.82,0,0.87,0.95,0.9,0.8,0,0,0.69,0.41,0.3,0.76,0,0.58,0.17,0.18,0.15,0,0.12,0.1,0,0,0,0,0.12,0.98,0.65,0,0,0,0,0,0.48,0,0,0.66,0,0.96,0.41
F0999,0,0.89,0.72,0,0,0.12,0,0,0.61,0,0.76,0.98,0.25,0.47,0.32,0,0.97,0.71,0,0,0.16,0.71,0,0.7,0.05,0.61,0.74,0.92,0,0,0.54,0,0.79,0,0.06,0,0.83,0.62,0,0,0.7,0,0.14,0,0.21,0.23,0.93,0,0,0.52,0.54,0.42,0.65,0,0,0.41,0,0.62,0.46,0.07
F1000,0.83,0.82,0,0.06,0.1,0,0.18,0,0,0,0,0.35,0,0.2,0.87,0.68,0.71,0,0.89,0.14,0.75,0.66,0,0,0.46,0,0,0.04,0,0.87,0,0.15,0,0.23,0.11,0.72,0.59,0,0.36,0.74,0,0,0.72,0.3,0.62,0.37,0,0,0.19,0,0,0,0.06,0.86,0.5,0.61,0.12,0.27,0.73,0.23
F1001,0,0.11,0.73,0.55,0.22,0.55,0,0.87,0,0.03,0,0,0.23,0.28,0.57,0.82,0,0.6,0.95,0.08,0.5,0,0.22,0,0.41,0,0.76,0.06,0.49,0,0.16,0.62,0.14,0.73,0,0.4,0.24,0,0.86,0,0,0.14,0,0.91,0.3,0.74,0.84,0.68,0.94,0.53,0.5,0.37,0,0,0,0.18,0.19,0,0,0.34
F1002,0.42,0,0.76,0.74,0.08,0,0.79,0,0.68,0.06,0.58,0,0.16,0.88,0.99,0,0,0,0.67,0.54,0.99,0.42,0,0,0.31,0.6,0.26,0.22,0.45,0,0.75,0.97,0.94,0.06,0.57,0.7,0,0.83,0.77,0.48,0,0.29,0,0.21,0,0.24,0.27,0.05,0.09,0.94,0.62,0,0,0.54,0.82,0,0.41,0.43,0.22,0
F1003,0,0.19,0.67,0,0.4,0.47,0.22,0,0,0.16,0,0,0.06,0.22,0,0.08,0,0.46,0,0.23,0,0.08,0.12,0.14,0,0,0,0.79,0.27,0,0.46,0.5,0.24,0.93,0.21,0.76,0.78,0.53,0.42,0.71,0,0,0.1,0,0,0,0.74,0.14,0,0.48,0.52,0.79,0,0.47,0.46,0.81,0,0,0.97,0.59
F1004,0.59,0.87,0,0,0.3,0.02,0.85,0.06,0.06,0.35,0.61,0,0.76,0.12,0.08,0.64,0.36,0.49,0.98,0.66,0,0.64,0.66,0.54,0,0.54,0.74,0.62,0,0,0,0,0,0,0.34,0,0.68,0,0,0.17,0.99,0,0.54,0.14,0,0,0.61,0.37,0.66,0,0,0.43,0.79,0,0.44,1,0,0.2,0,0.08
F1005,0,0.05,0,0.03,0,0,0.84,0,0,0.24,0,0.41,0,0.49,0,0.62,0.39,0,0,0.6,0.12,0,0.14,0.5,0.22,0.09,0.5,0,0,0,0.25,0.1,0,0.13,0.03,0,0.61,0.18,0.14,0.85,0.67,0.93,0,0.57,0.4,0,0.84,0,0,0,0,0,0.84,0.48,0.56,0,0.7,0.12,0,0.37
F1006,0.35,0.24,0.43,0,0.1,0,0.55,0.83,0,0.11,0.17,0.16,0.45,0,0.44,0,0.79,0.4,0,0.75,0.06,0,0,0.7,0,0.79,0,0.76,0.88,0.58,0.46,0,0.7,0.8,0.4,0.73,0,0.93,0.59,0.42,0.93,0,0.04,0,0,0,0.68,0,0,0,0.53,0.49,0.22,0.02,0.38,0.4,0.98,0,0,0
F1007,0,0.67,0,0.7,0,0,0.37,0.19,0.64,0.58,0,0.67,0,0.97,0,0,0,0.68,0.9,0,0.89,0.69,0.16,0,0,0.83,0.29,0.77,0.79,0,0,0,0.21,0.63,0.38,0.33,0,0.02,0.42,0.41,0.45,0.85,0.22,0.79,0.99,0.15,0.19,0.09,0.42,0.91,0.72,0.68,0,0,0.81,0.08,0,0.32,0.15,0
F1008,0,0.27,0.37,0.9,0.99,0,0.64,0,0,0,0,0.88,0.17,0.85,1,0,0,0.1,0.71,0.52,0.74,0.17,0.11,0.52,0.25,0.69,0.42,0.41,0,0.8,0.32,0,0.83,0.81,0.44,0.77,0,0.08,0,0.14,0,0.96,0.99,0,0,0.65,0,0.48,0.54,0,0,0.56,0.16,0,0,0.95,0.58,0,0,0.69
F1009,0.29,0,0.28,0,0,0.77,0.07,0.4,0.06,0.67,0,0,0.34,0,0,0,0.65,0.8,0.01,0.92,0.7,0,0.21,0,0.49,0.05,0.55,0,0.87,0,0.38,0.18,0.56,0,0,0,0,0.91,0.38,0.72,0.49,0,0.99,0.33,0.74,0.77,0.24,0.81,0.78,0.03,0.94,0.96,0.62,0.87,0,0,0,0,0.2,0
F1010,0.14,0.51,0.64,0.45,0.64,0,0.12,0.14,0.56,0,0,0,0.84,0.95,0.32,0.66,0,0.21,0.53,0.13,0.76,0.56,0.6,0,0.22,0.27,0.45,0.73,1,0.93,0,0,0.81,0.17,0.22,0,0.68,0.16,0.72,0,0.62,0,0.08,0.82,0.3,0,0.87,0.12,0,0.58,0,0,0,0.27,0.31,0.36,0,0.19,0.75,0.72
F1011,0,0.88,0,0,0.19,0.62,0.64,0.44,0,0.3,0.35,0.88,0,0,0,0.06,0,0.37,0.52,0,0.35,0.47,0.42,0.97,0.73,0.91,0.53,0.33,0.63,0,0,0.43,0.97,0.59,0.02,0.67,0,0,0,0.3,0.36,0.74,0,0.35,0,0.09,0,0.98,0,0.18,1,0,0.63,0.29,0.75,0.21,0,0,0,0.6
F1012,0.19,0.43,0,0,0,0,0.93,0.37,0.17,0,0.98,0,0.43,0,0.33,0.58,0.27,0.53,0.79,0,0.61,0.71,0.34,0.1,0.3,0.47,0.31,0.93,0.72,0.98,0,0,0.26,0,0.82,0.03,0,0,0.87,0,0.39,0.54,0.92,0.63,0.04,0.57,0.95,0.41,0.71,0.88,0.09,0,0,0,0.91,0,0.62,0,0,0
F1013,0.67,0,0.22,0,0.83,0.71,0,0.08,0,0,0.23,0.32,0,0.21,0.83,0.78,0.4,0.89,0.78,0,0.26,0.75,0.69,0.86,0.25,0,0.59,0.38,0,0,0.3,0.59,0,0,0,0,0.63,0,0,0.2,0,0.59,0.53,0.46,0,0,0,0.13,0.49,0,0.09,0.4,0,0.5,0.14,0,0.76,0.64,0.11,0.85
F1014,0,0.23,0,0,0.31,0,0.55,0.01,0.67,0,0.2,0.89,0,0,0.39,0.06,0.8,0,0,0,0,0.45,0.04,0.68,0.88,0,0,0.86,0.97,0.08,0.62,0.28,0,0.2,0.95,0,0,0.77,0.69,0.57,0.89,0.69,0,0,0.51,0.74,0,0.48,0.39,0,0.95,0,0,0,0.39,0.38,0.67,0,0.15,0.65
F1015,0.73,0,0,0,0.7,0.82,0.21,0.27,0,0.13,0.88,0.5,0.47,0.89,0.6,0,0.1,0.81,0,0.78,0,0.37,0,0,0.69,0.62,0.03,0.67,0.3,0,0,0.4,0,0.13,0.36,0,0.47,0,0.9,0.35,0.78,0.05,0.42,0.77,0.58,0.99,0.07,0,0.79,0.84,0,0,0,0.6,0.38,0,0,0.8,0,0.51
F1016,0.01,0.65,0,0,0.08,0.01,0.85,0.4,0,0.51,0.68,0.94,0.44,0.55,0.92,0.15,0.43,0.25,0,0,0,0.47,0,0,0.74,0,0.44,0.2,0.56,0,0,0.91,0,0,0.79,0.49,0.13,0.74,0.24,0.66,0.78,0.1,0,0,0,0.88,0,0.64,0,0,0,0.55,0,0,0.16,0.31,0.45,0.63,0,0.89
F1017,0,0.1,0,0,0.82,0.46,0.02,0.4,0.72,0.16,0,0.14,0,0,0,0.25,0.87,0.08,1,0,0.25,0,0.05,0,0,0.22,0.84,0.92,0.8,0.43,0,0.34,0.96,0,0,0,0.45,0,0.27,0,0,0.9,0.87,0.3,0.69,0,0.58,0.03,0.49,0.66,0,0.75,0,0,0.58,0.54,0.65,0.16,0.79,0
F1018,0.4,0,0,0.58,0,0.18,0,0.05,0,0.47,0.75,0.13,0.84,0.52,0.15,0.06,0.17,0.75,0.69,0,0.52,0.61,0.55,0.5,0.99,0.93,0.76,0.03,0.16,0.35,0.25,0.38,0.02,0,0.85,0.82,0.93,0.99,0,0,0,0.9,0.65,0,0.5,0.99,0.5,0.7,0,0.62,0,0.99,0.79,0.88,0.06,0.48,0.34,0.19,0,0.47
F1019,0.88,0,0.31,0.55,0.78,0,0.94,0,0.48,0,0.14,0.57,0,0.19,0.51,0.83,0.89,0,0.58,0.2,0,0,0,0,1,0,0.12,0.21,0,0,0,0.76,0.35,0.22,0,0,0.46,0.12,0,0.88,0.28,0,0.55,0.76,0.27,0.45,0.76,0.09,0,0.4,0.23,0.06,0.96,0.77,0.47,0.53,0.49,0.41,0.34,0.22
F1020,0.34,0.87,0,0.95,0,0,0.12,0,0.67,0.66,0.34,0.97,0.63,0,0.23,0.67,0.86,0.86,0,0.54,0.43,0.2,0.52,0.87,0.82,0.46,0.38,0.2,0.52,0,0.21,0,0.3,0.33,0.28,0.55,0,0.75,0,0.09,0,0.3,0,0.67,0.77,0.73,0,0,1,0.71,0.25,0.28,0,0.95,0,0.74,0.62,0.78,0.34,0
F1021,0.28,0.13,0.95,0,0,0.88,0.63,0.45,0.28,0,0.74,0.93,0.75,0.77,0.38,0,0.03,0.27,0.28,0,0.29,0.13,0.84,0,0.26,0.51,0.69,0.45,0.1,0.18,0.81,0.99,0.11,0,0,0.88,0,0.9,0,0,0.79,0,0.98,0.05,0,0,0,0,0.59,0.59,0.35,0,0.78,0.11,0.19,0,0.15,0,0.51,0.47
F1022,0.77,0.37,0.53,0,0.86,0.88,0.14,0,0.21,0.02,0.33,0,0.26,0.27,0.23,0.3,0,0,0,0.59,0,0.7,0,0,0,0.43,0.85,0,0.52,0,0.56,0,0,0.21,0,0.98,0.86,0,0.61,0.35,0,0.61,0.68,0,0.68,0.62,0.63,0.22,0.5,0.36,0.87,0.62,0.7,0.08,0.77,0,0,0.31,0,0.45
F1023,0.41,0.53,0.52,0,0,0.43,0.83,0,0.9,0.99,0,0.17,0,0.68,0.16,0.74,0.98,0.2,0,0.75,0,0.79,0.03,0.74,0.25,0.03,0.02,0.49,0.72,0,0.8,0,0.53,0.41,0,0,0.11,0,0,0.85,0.66,0,0,0.57,0.35,0,0.87,0.45,0.44,0.58,0.28,0.75,0,0.15,0.03,0.64,0,0.04,0.78,0.06
F1024,0.67,0.37,0.67,0.53,0,0,0,0,0.3,0,0.31,0.88,0.7,0,0.67,0.85,0.26,0,0.88,0,0.99,0,0.66,0.41,0,0.8,0,0.63,0.79,0,0,0.55,0.81,0.15,0.25,0,0,0.58,0,0,0.67,0.68,0.9,0.72,0.25,0.16,0.37,0,0.76,0.38,0,0.71,0.62,0,0.84,0.08,0.92,0.32,0.36,0
F1025,0.5,0.44,0.15,0.18,0.11,0,0.83,0.9,0.18,0.8,0,0,0.3,0.09,0.51,0.72,0.94,0.7,0,0.93,0.24,0.49,0,0.81,0,0.44,0.7,0.13,0.93,0.51,0,0.48,0,0.73,0,0,0.16,0.68,0,0.95,0.81,0,0,0.55,0,0,0,0.28,0.86,0.79,0.38,0,0.15,0,0.21,0.42,0.92,0.28,0.36,0.29
F1026,0,0.48,0.2,0.61,0,0,0.82,0.9,0,0.38,0,0.78,0.73,1,0.12,0,0.94,0.77,0.04,0,0.5,0.85,0,0.52,0,0,0.33,0,0.39,0.16,0.27,0.83,0.68,0,0.24,0.4,0.22,0.76,0.42,0.49,0,0.05,0.58,0.76,0.08,0,0.2,0,0.3,0,0.61,0.17,0.75,0,0.26,0,0.57,0,0,0.12
F1027,0,0,0.49,0.12,0.28,0.56,0,0.23,0.18,0.37,0,0.49,0.73,0,0.39,0.26,0.86,0.21,0.28,0.89,0,1,0.88,0.11,0,0,0.75,0.92,0.36,0,0.67,0.27,0.37,0.58,0,0,0.6,0.53,0,0,0,0.53,0,0.65,0,0.22,0.13,0.62,0,0.58,0,0.84,0.27,0.69,0,0,0.57,0,0.98,0.22
