sampling_area,month,region,habitat,season,sex,class,species,unique_id
Area_06,juin,montain,marine,Summer,M,M-6,Rhamdia_quelen,F1005
Area_07,aout,plains,slow-stream,Autumn,M,H-1,Leporinus_friderici,F1006
Area_01,novembre,plains,river,Winter,F,K-4,Cichla_ocellaris,F1007
Area_08,novembre,pothole,estuary,Spring,F,M-6,Cichla_ocellaris,F1008
Area_06,juin,valley,marine,Winter,M,N-7,Prochilodus_lineatus,F1009
Area_07,decembre,valley,marine,Spring,F,H-1,Leporinus_friderici,F1010
Area_05,octobre,pothole,lake,Winter,M,N-7,Pimelodus_maculatus,F1011
Area_08,juin,valley,marine,Autumn,F,K-4,Geophagus_brasiliensis,F1012
Area_06,avril,valley,sky,Spring,F,H-1,Prochilodus_lineatus,F1013
Area_03,janvier,pothole,marine,Winter,M,I-2,Cichla_ocellaris,F1014
Area_02,novembre,pothole,marine,Autumn,M,J-3,Hoplias_malabaricus,F1015
Area_01,aout,valley,fast-stream,Spring,M,I-2,Cichla_ocellaris,F1016
Area_07,septembre,plains,lake,Winter,M,K-4,Hoplias_malabaricus,F1017
Area_07,juin,montain,river,Autumn,M,M-6,Astyanax_fasciatus,F1018
Area_04,novembre,valley,marine,Winter,M,K-4,Hoplias_malabaricus,F1019
Area_04,juin,plains,sky,Winter,M,I-2,Hoplias_malabaricus,F1020
Area_03,fevrier,valley,slow-stream,Autumn,M,H-1,Pimelodus_maculatus,F1021
Area_01,septembre,montain,marine,Autumn,M,N-7,Cichla_ocellaris,F1022
Area_08,decembre,pothole,marine,Autumn,F,H-1,Hoplias_malabaricus,F1023
Area_07,aout,plains,estuary,Winter,F,J-3,Prochilodus_lineatus,F1024
Area_06,mars,plains,slow-stream,Summer,M,J-3,Prochilodus_lineatus,F1025
Area_06,octobre,valley,fast-stream,Autumn,M,M-6,Cichla_ocellaris,F1026
Area_02,mars,valley,marine,Autumn,M,N-7,Geophagus_brasiliensis,F1027
Area_03,decembre,montain,fast-stream,Spring,M,N-7,Cichla_ocellaris,F1028
Area_01,septembre,valley,marine,Winter,M,M-6,Geophagus_brasiliensis,F1029
Area_01,juin,montain,marine,Summer,M,M-6,Leporinus_friderici,F1030
Area_02,juillet,pothole,fast-stream,Autumn,M,N-7,Prochilodus_lineatus,F1031
Area_02,octobre,plains,fast-stream,Autumn,F,K-4,Leporinus_friderici,F1032
Area_04,juillet,valley,river,Spring,M,K-4,Geophagus_brasiliensis,F1033
Area_03,mai,montain,river,Summer,F,L-5,Astyanax_fasciatus,F1034
Area_02,septembre,plains,river,Summer,M,K-4,Cichla_ocellaris,F1035
Area_02,novembre,plains,river,Autumn,F,H-1,Geophagus_brasiliensis,F1036
Area_05,mai,pothole,marine,Spring,F,L-5,Geophagus_brasiliensis,F1037
Area_07,avril,montain,marine,Spring,M,M-6,Astyanax_fasciatus,F1038
Area_01,octobre,montain,sky,Summer,M,H-1,Geophagus_brasiliensis,F1039
Area_07,juillet,montain,sky,Summer,F,J-3,Cichla_ocellaris,F1040
Area_03,mars,valley,marine,Spring,M,L-5,Leporinus_friderici,F1041
Area_07,mars,montain,fast-stream,Winter,M,L-5,Rhamdia_quelen,F1042
Area_07,mars,pothole,marine,Spring,M,I-2,Pimelodus_maculatus,F1043
Area_02,juillet,montain,estuary,Winter,F,L-5,Leporinus_friderici,F1044
Area_02,mai,montain,river,Winter,F,K-4,Geophagus_brasiliensis,F1045
Area_04,novembre,valley,marine,Winter,F,I-2,Rhamdia_quelen,F1046
Area_04,juin,plains,marine,Winter,M,L-5,Prochilodus_lineatus,F1047
Area_04,fevrier,plains,fast-stream,Autumn,M,L-5,Pimelodus_maculatus,F1048
Area_05,avril,plains,fast-stream,Spring,F,N-7,Astyanax_fasciatus,F1049
Area_05,juin,valley,fast-stream,Autumn,M,J-3,Rhamdia_quelen,F1050
Area_08,juin,valley,estuary,Winter,F,I-2,Pimelodus_maculatus,F1051
Area_04,octobre,pothole,river,Summer,M,L-5,Prochilodus_lineatus,F1052
Area_04,mai,pothole,marine,Spring,M,M-6,Cichla_ocellaris,F1053
Area_07,decembre,plains,river,Spring,M,M-6,Astyanax_fasciatus,F1054
Area_02,avril,valley,slow-stream,Spring,F,K-4,Hoplias_malabaricus,F1055
Area_05,mars,pothole,sky,Spring,M,K-4,Hoplias_malabaricus,F1056
Area_02,juillet,montain,lake,Autumn,F,L-5,Astyanax_fasciatus,F1057
Area_02,novembre,valley,marine,Summer,M,N-7,Cichla_ocellaris,F1058
Area_04,juin,pothole,lake,Summer,F,K-4,Hoplias_malabaricus,F1059
Area_06,fevrier,montain,sky,Winter,M,J-3,Prochilodus_lineatus,F1060
Area_08,septembre,valley,slow-stream,Spring,F,I-2,Cichla_ocellaris,F1061
Area_05,novembre,valley,fast-stream,Spring,M,K-4,Geophagus_brasiliensis,F1062
Area_03,juillet,plains,estuary,Summer,F,M-6,Hoplias_malabaricus,F1063
Area_03,aout,plains,slow-stream,Winter,M,L-5,Prochilodus_lineatus,F1064
Area_06,aout,plains,river,Autumn,F,H-1,Pimelodus_maculatus,F1065
Area_02,novembre,pothole,slow-stream,Spring,M,L-5,Astyanax_fasciatus,F1066
Area_02,juin,montain,lake,Spring,F,I-2,Astyanax_fasciatus,F1067
Area_01,mai,montain,estuary,Spring,F,J-3,Cichla_ocellaris,F1068
Area_03,septembre,valley,marine,Summer,M,N-7,Cichla_ocellaris,F1069
Area_05,septembre,montain,fast-stream,Winter,F,J-3,Rhamdia_quelen,F1070
Area_06,mai,valley,lake,Autumn,M,L-5,Cichla_ocellaris,F1071
Area_03,decembre,plains,fast-stream,Summer,F,L-5,Prochilodus_lineatus,F1072
Area_08,octobre,plains,river,Summer,M,N-7,Cichla_ocellaris,F1073
Area_05,janvier,montain,lake,Autumn,F,K-4,Cichla_ocellaris,F1074
Area_01,octobre,plains,estuary,Winter,F,N-7,Pimelodus_maculatus,F1075
Area_02,fevrier,valley,river,Summer,F,L-5,Hoplias_malabaricus,F1076
Area_04,mars,valley,fast-stream,Spring,F,I-2,Leporinus_friderici,F1077
Area_03,juillet,montain,marine,Spring,M,M-6,Geophagus_brasiliensis,F1078
Area_05,juin,pothole,sky,Spring,F,L-5,Leporinus_friderici,F1079
Area_06,decembre,plains,slow-stream,Summer,M,K-4,Astyanax_fasciatus,F1080
Area_08,juin,montain,fast-stream,Winter,M,H-1,Astyanax_fasciatus,F1081
Area_05,fevrier,pothole,slow-stream,Summer,M,I-2,Pimelodus_maculatus,F1082
Area_05,janvier,montain,fast-stream,Spring,M,N-7,Prochilodus_lineatus,F1083
Area_07,mars,montain,estuary,Spring,M,N-7,Astyanax_fasciatus,F1084
Area_04,septembre,plains,slow-stream,Spring,M,H-1,Prochilodus_lineatus,F1085
Area_03,fevrier,plains,fast-stream,Winter,M,J-3,Hoplias_malabaricus,F1086
Area_07,octobre,pothole,marine,Winter,F,K-4,Hoplias_malabaricus,F1087
Area_03,decembre,pothole,lake,Autumn,M,H-1,Geophagus_brasiliensis,F1088
Area_07,aout,valley,estuary,Spring,F,I-2,Cichla_ocellaris,F1089
Area_02,aout,montain,fast-stream,Summer,M,L-5,Rhamdia_quelen,F1090
Area_07,decembre,plains,lake,Winter,F,H-1,Astyanax_fasciatus,F1091
Area_02,septembre,pothole,estuary,Autumn,M,J-3,Hoplias_malabaricus,F1092
Area_07,avril,pothole,river,Spring,F,M-6,Prochilodus_lineatus,F1093
Area_02,avril,pothole,lake,Summer,M,I-2,Cichla_ocellaris,F1094
Area_07,janvier,valley,slow-stream,Spring,M,K-4,Astyanax_fasciatus,F1095
Area_02,novembre,valley,marine,Autumn,M,L-5,Hoplias_malabaricus,F1096
Area_02,fevrier,valley,lake,Spring,F,K-4,Leporinus_friderici,F1097
Area_03,novembre,valley,river,Autumn,F,J-3,Geophagus_brasiliensis,F1098
Area_08,juillet,plains,lake,Autumn,M,I-2,Astyanax_fasciatus,F1099
Area_06,novembre,pothole,lake,Summer,F,I-2,Leporinus_friderici,F1100
Area_01,aout,plains,estuary,Summer,F,I-2,Pimelodus_maculatus,F1101
Area_07,septembre,plains,river,Winter,F,I-2,Rhamdia_quelen,F1102
Area_01,mai,valley,slow-stream,Summer,F,J-3,Prochilodus_lineatus,F1103
Area_07,mai,valley,marine,Summer,F,N-7,Hoplias_malabaricus,F1104
Area_06,juin,montain,marine,Spring,F,N-7,Prochilodus_lineatus,F1105
Area_08,octobre,valley,sky,Spring,F,J-3,Pimelodus_maculatus,F1106
Area_01,janvier,valley,lake,Spring,F,L-5,Pimelodus_maculatus,F1107
Area_01,decembre,montain,estuary,Autumn,F,K-4,Astyanax_fasciatus,F1108
Area_03,octobre,pothole,river,Autumn,F,J-3,Cichla_ocellaris,F1109
Area_01,mai,plains,river,Autumn,M,L-5,Astyanax_fasciatus,F1110
Area_02,juin,montain,sky,Autumn,M,L-5,Rhamdia_quelen,F1111
Area_03,mai,valley,river,Spring,M,N-7,Pimelodus_maculatus,F1112
Area_04,janvier,valley,slow-stream,Spring,M,M-6,Cichla_ocellaris,F1113
Area_08,octobre,plains,lake,Summer,F,J-3,Leporinus_friderici,F1114
Area_04,mai,montain,marine,Winter,M,M-6,Rhamdia_quelen,F1115
Area_03,novembre,valley,estuary,Autumn,M,H-1,Rhamdia_quelen,F1116
Area_04,decembre,valley,lake,Summer,F,J-3,Rhamdia_quelen,F1117
Area_02,novembre,valley,lake,Autumn,F,H-1,Prochilodus_lineatus,F1118
Area_06,aout,montain,river,Spring,M,H-1,Geophagus_brasiliensis,F1119
Area_06,aout,plains,slow-stream,Winter,M,J-3,Pimelodus_maculatus,F1120
Area_03,janvier,pothole,marine,Autumn,M,N-7,Hoplias_malabaricus,F1121
Area_04,juillet,plains,lake,Autumn,M,H-1,Rhamdia_quelen,F1122
Area_07,mars,plains,marine,Winter,F,N-7,Cichla_ocellaris,F1123
Area_03,octobre,montain,fast-stream,Winter,M,I-2,Rhamdia_quelen,F1124
Area_06,decembre,valley,sky,Spring,F,N-7,Leporinus_friderici,F1125
Area_04,avril,pothole,estuary,Summer,M,J-3,Prochilodus_lineatus,F1126
Area_05,juillet,montain,slow-stream,Spring,F,M-6,Leporinus_friderici,F1127
Area_07,juillet,valley,estuary,Spring,M,L-5,Pimelodus_maculatus,F1128
Area_07,juillet,plains,marine,Winter,F,K-4,Cichla_ocellaris,F1129
Area_07,juin,montain,lake,Spring,F,I-2,Cichla_ocellaris,F1130
Area_07,septembre,valley,marine,Spring,F,I-2,Prochilodus_lineatus,F1131
Area_07,decembre,pothole,marine,Spring,M,J-3,Astyanax_fasciatus,F1132
Area_07,avril,pothole,slow-stream,Summer,F,H-1,Prochilodus_lineatus,F1133
Area_08,septembre,valley,river,Winter,M,M-6,Astyanax_fasciatus,F1134
Area_08,decembre,valley,slow-stream,Autumn,M,I-2,Rhamdia_quelen,F1135
Area_01,mars,montain,sky,Summer,F,K-4,Cichla_ocellaris,F1136
Area_05,mars,pothole,estuary,Summer,F,I-2,Geophagus_brasiliensis,F1137
Area_04,aout,valley,sky,Spring,F,H-1,Astyanax_fasciatus,F1138
Area_05,septembre,pothole,fast-stream,Autumn,F,N-7,Hoplias_malabaricus,F1139
Area_01,decembre,montain,lake,Winter,M,H-1,Hoplias_malabaricus,F1140
Area_01,janvier,plains,slow-stream,Autumn,M,I-2,Rhamdia_quelen,F1141
Area_06,novembre,valley,estuary,Winter,F,J-3,Hoplias_malabaricus,F1142
Area_01,avril,plains,slow-stream,Summer,F,I-2,Rhamdia_quelen,F1143
Area_02,octobre,montain,slow-stream,Winter,M,M-6,Leporinus_friderici,F1144
Area_02,janvier,plains,slow-stream,Autumn,F,H-1,Rhamdia_quelen,F1145
Area_08,octobre,valley,river,Winter,M,H-1,Prochilodus_lineatus,F1146
Area_04,mai,pothole,fast-stream,Spring,M,I-2,Astyanax_fasciatus,F1147
Area_08,novembre,plains,marine,Summer,F,L-5,Pimelodus_maculatus,F1148
Area_08,septembre,valley,estuary,Winter,M,M-6,Geophagus_brasiliensis,F1149
Area_08,decembre,valley,lake,Winter,F,L-5,Rhamdia_quelen,F1150
Area_07,mai,plains,marine,Autumn,F,M-6,Rhamdia_quelen,F1151
Area_08,aout,montain,marine,Spring,M,K-4,Leporinus_friderici,F1152
Area_07,avril,pothole,fast-stream,Winter,M,M-6,Geophagus_brasiliensis,F1153
Area_01,decembre,valley,estuary,Winter,M,L-5,Leporinus_friderici,F1154
Area_06,fevrier,montain,fast-stream,Winter,M,L-5,Geophagus_brasiliensis,F1155
Area_02,janvier,plains,marine,Autumn,F,N-7,Astyanax_fasciatus,F1156
Area_01,mars,plains,estuary,Summer,M,L-5,Pimelodus_maculatus,F1157
Area_08,novembre,valley,marine,Winter,F,N-7,Hoplias_malabaricus,F1158
Area_03,juillet,montain,fast-stream,Spring,M,N-7,Prochilodus_lineatus,F1159
Area_03,novembre,valley,sky,Spring,M,L-5,Prochilodus_lineatus,F1160
Area_08,aout,pothole,estuary,Winter,M,L-5,Cichla_ocellaris,F1161
Area_06,mai,montain,slow-stream,Spring,M,N-7,Leporinus_friderici,F1162
Area_01,fevrier,valley,lake,Autumn,M,J-3,Geophagus_brasiliensis,F1163
Area_04,septembre,valley,marine,Autumn,M,K-4,Leporinus_friderici,F1164
Area_03,octobre,valley,fast-stream,Winter,F,H-1,Geophagus_brasiliensis,F1165
Area_06,mai,pothole,slow-stream,Summer,F,L-5,Cichla_ocellaris,F1166
Area_05,decembre,plains,sky,Spring,M,K-4,Geophagus_brasiliensis,F1167
Area_07,juin,plains,sky,Spring,F,M-6,Rhamdia_quelen,F1168
Area_08,octobre,valley,estuary,Spring,M,I-2,Leporinus_friderici,F1169
Area_02,decembre,pothole,sky,Summer,F,J-3,Astyanax_fasciatus,F1170
Area_08,juin,pothole,sky,Autumn,F,I-2,Pimelodus_maculatus,F1171
Area_06,juillet,valley,fast-stream,Summer,M,N-7,Rhamdia_quelen,F1172
Area_08,novembre,montain,marine,Winter,F,N-7,Leporinus_friderici,F1173
Area_04,avril,pothole,sky,Autumn,F,K-4,Astyanax_fasciatus,F1174
Area_08,juin,montain,sky,Summer,F,N-7,Prochilodus_lineatus,F1175
Area_02,juin,plains,river,Spring,M,I-2,Leporinus_friderici,F1176
Area_06,novembre,valley,river,Summer,M,H-1,Prochilodus_lineatus,F1177
Area_02,septembre,pothole,slow-stream,Winter,M,M-6,Geophagus_brasiliensis,F1178
Area_01,mars,valley,estuary,Summer,F,M-6,Pimelodus_maculatus,F1179
Area_01,mai,plains,fast-stream,Spring,F,K-4,Prochilodus_lineatus,F1180
Area_03,octobre,pothole,marine,Autumn,F,I-2,Astyanax_fasciatus,F1181
Area_05,mai,valley,river,Winter,F,J-3,Geophagus_brasiliensis,F1182
Area_05,septembre,valley,river,Autumn,F,M-6,Leporinus_friderici,F1183
Area_07,juin,montain,lake,Spring,M,K-4,Astyanax_fasciatus,F1184
Area_01,decembre,valley,lake,Summer,M,H-1,Hoplias_malabaricus,F1185
Area_08,janvier,plains,lake,Summer,M,N-7,Rhamdia_quelen,F1186
Area_04,mars,pothole,river,Summer,F,I-2,Prochilodus_lineatus,F1187
Area_02,aout,plains,marine,Autumn,M,M-6,Astyanax_fasciatus,F1188
Area_03,fevrier,montain,fast-stream,Summer,F,K-4,Leporinus_friderici,F1189
Area_03,mars,valley,marine,Summer,F,K-4,Prochilodus_lineatus,F1190
Area_06,octobre,valley,marine,Autumn,F,L-5,Prochilodus_lineatus,F1191
Area_02,janvier,montain,sky,Summer,M,K-4,Leporinus_friderici,F1192
Area_05,juillet,valley,sky,Winter,M,J-3,Leporinus_friderici,F1193
Area_04,mars,plains,estuary,Summer,F,N-7,Pimelodus_maculatus,F1194
Area_07,mai,plains,fast-stream,Summer,M,J-3,Leporinus_friderici,F1195
Area_07,aout,plains,fast-stream,Autumn,M,N-7,Pimelodus_maculatus,F1196
Area_01,novembre,montain,slow-stream,Autumn,F,K-4,Prochilodus_lineatus,F1197
Area_04,septembre,pothole,marine,Autumn,F,H-1,Astyanax_fasciatus,F1198
Area_03,janvier,valley,fast-stream,Winter,M,K-4,Pimelodus_maculatus,F1199
Area_05,janvier,montain,fast-stream,Spring,M,L-5,Leporinus_friderici,F1200
