"sampling_area","month","region","habitat","season","sex","class","unique_id","species","prey_1","prey_2","prey_3","prey_4","prey_5","prey_6","prey_7","prey_8","prey_9","prey_10","prey_11","prey_12","prey_13","prey_14","prey_15","prey_16","prey_17","prey_18","prey_19","prey_20","prey_21","prey_22","prey_23","prey_24","prey_25","prey_26","prey_27","prey_28","prey_29","prey_30","prey_31","prey_32","prey_33","prey_34","prey_35","prey_36","prey_37","prey_38","prey_39","prey_40","prey_41","prey_42","prey_43","prey_44","prey_45","prey_46","prey_47","prey_48","prey_49","prey_50","prey_51","prey_52","prey_53","prey_54","prey_55","prey_56","prey_57","prey_58","prey_59","prey_60"
"Area_02","decembre","valley","marine","Summer","F","N-7","F1003","Leporinus_friderici",0,0.19,0.67,0,0.4,0.47,0.22,0,0,0.16,0,0,0.06,0.22,0,0.08,0,0.46,0,0.23,0,0.08,0.12,0.14,0,0,0,0.79,0.27,0,0.46,0.5,0.24,0.93,0.21,0.76,0.78,0.53,0.42,0.71,0,0,0.1,0,0,0,0.74,0.14,0,0.48,0.52,0.79,0,0.47,0.46,0.81,0,0,0.97,0.59
"Area_03","fevrier","montain","sky","Spring","M","H-1","F1004","Hoplias_malabaricus",0.59,0.87,0,0,0.3,0.02,0.85,0.06,0.06,0.35,0.61,0,0.76,0.12,0.08,0.64,0.36,0.49,0.98,0.66,0,0.64,0.66,0.54,0,0.54,0.74,0.62,0,0,0,0,0,0,0.34,0,0.68,0,0,0.17,0.99,0,0.54,0.14,0,0,0.61,0.37,0.66,0,0,0.43,0.79,0,0.44,1,0,0.2,0,0.08
"Area_06","juin","montain","marine","Summer","M","M-6","F1005","Rhamdia_quelen",0,0.05,0,0.03,0,0,0.84,0,0,0.24,0,0.41,0,0.49,0,0.62,0.39,0,0,0.6,0.12,0,0.14,0.5,0.22,0.09,0.5,0,0,0,0.25,0.1,0,0.13,0.03,0,0.61,0.18,0.14,0.85,0.67,0.93,0,0.57,0.4,0,0.84,0,0,0,0,0,0.84,0.48,0.56,0,0.7,0.12,0,0.37
"Area_07","aout","plains","slow-stream","Autumn","M","H-1","F1006","Leporinus_friderici",0.35,0.24,0.43,0,0.1,0,0.55,0.83,0,0.11,0.17,0.16,0.45,0,0.44,0,0.79,0.4,0,0.75,0.06,0,0,0.7,0,0.79,0,0.76,0.88,0.58,0.46,0,0.7,0.8,0.4,0.73,0,0.93,0.59,0.42,0.93,0,0.04,0,0,0,0.68,0,0,0,0.53,0.49,0.22,0.02,0.38,0.4,0.98,0,0,0
"Area_01","novembre","plains","river","Winter","F","K-4","F1007","Cichla_ocellaris",0,0.67,0,0.7,0,0,0.37,0.19,0.64,0.58,0,0.67,0,0.97,0,0,0,0.68,0.9,0,0.89,0.69,0.16,0,0,0.83,0.29,0.77,0.79,0,0,0,0.21,0.63,0.38,0.33,0,0.02,0.42,0.41,0.45,0.85,0.22,0.79,0.99,0.15,0.19,0.09,0.42,0.91,0.72,0.68,0,0,0.81,0.08,0,0.32,0.15,0
"Area_08","novembre","pothole","estuary","Spring","F","M-6","F1008","Cichla_ocellaris",0,0.27,0.37,0.9,0.99,0,0.64,0,0,0,0,0.88,0.17,0.85,1,0,0,0.1,0.71,0.52,0.74,0.17,0.11,0.52,0.25,0.69,0.42,0.41,0,0.8,0.32,0,0.83,0.81,0.44,0.77,0,0.08,0,0.14,0,0.96,0.99,0,0,0.65,0,0.48,0.54,0,0,0.56,0.16,0,0,0.95,0.58,0,0,0.69
"Area_06","juin","valley","marine","Winter","M","N-7","F1009","Prochilodus_lineatus",0.29,0,0.28,0,0,0.77,0.07,0.4,0.06,0.67,0,0,0.34,0,0,0,0.65,0.8,0.01,0.92,0.7,0,0.21,0,0.49,0.05,0.55,0,0.87,0,0.38,0.18,0.56,0,0,0,0,0.91,0.38,0.72,0.49,0,0.99,0.33,0.74,0.77,0.24,0.81,0.78,0.03,0.94,0.96,0.62,0.87,0,0,0,0,0.2,0
"Area_07","decembre","valley","marine","Spring","F","H-1","F1010","Leporinus_friderici",0.14,0.51,0.64,0.45,0.64,0,0.12,0.14,0.56,0,0,0,0.84,0.95,0.32,0.66,0,0.21,0.53,0.13,0.76,0.56,0.6,0,0.22,0.27,0.45,0.73,1,0.93,0,0,0.81,0.17,0.22,0,0.68,0.16,0.72,0,0.62,0,0.08,0.82,0.3,0,0.87,0.12,0,0.58,0,0,0,0.27,0.31,0.36,0,0.19,0.75,0.72
"Area_05","octobre","pothole","lake","Winter","M","N-7","F1011","Pimelodus_maculatus",0,0.88,0,0,0.19,0.62,0.64,0.44,0,0.3,0.35,0.88,0,0,0,0.06,0,0.37,0.52,0,0.35,0.47,0.42,0.97,0.73,0.91,0.53,0.33,0.63,0,0,0.43,0.97,0.59,0.02,0.67,0,0,0,0.3,0.36,0.74,0,0.35,0,0.09,0,0.98,0,0.18,1,0,0.63,0.29,0.75,0.21,0,0,0,0.6
"Area_08","juin","valley","marine","Autumn","F","K-4","F1012","Geophagus_brasiliensis",0.19,0.43,0,0,0,0,0.93,0.37,0.17,0,0.98,0,0.43,0,0.33,0.58,0.27,0.53,0.79,0,0.61,0.71,0.34,0.1,0.3,0.47,0.31,0.93,0.72,0.98,0,0,0.26,0,0.82,0.03,0,0,0.87,0,0.39,0.54,0.92,0.63,0.04,0.57,0.95,0.41,0.71,0.88,0.09,0,0,0,0.91,0,0.62,0,0,0
"Area_06","avril","valley","sky","Spring","F","H-1","F1013","Prochilodus_lineatus",0.67,0,0.22,0,0.83,0.71,0,0.08,0,0,0.23,0.32,0,0.21,0.83,0.78,0.4,0.89,0.78,0,0.26,0.75,0.69,0.86,0.25,0,0.59,0.38,0,0,0.3,0.59,0,0,0,0,0.63,0,0,0.2,0,0.59,0.53,0.46,0,0,0,0.13,0.49,0,0.09,0.4,0,0.5,0.14,0,0.76,0.64,0.11,0.85
"Area_03","janvier","pothole","marine","Winter","M","I-2","F1014","Cichla_ocellaris",0,0.23,0,0,0.31,0,0.55,0.01,0.67,0,0.2,0.89,0,0,0.39,0.06,0.8,0,0,0,0,0.45,0.04,0.68,0.88,0,0,0.86,0.97,0.08,0.62,0.28,0,0.2,0.95,0,0,0.77,0.69,0.57,0.89,0.69,0,0,0.51,0.74,0,0.48,0.39,0,0.95,0,0,0,0.39,0.38,0.67,0,0.15,0.65
"Area_02","novembre","pothole","marine","Autumn","M","J-3","F1015","Hoplias_malabaricus",0.73,0,0,0,0.7,0.82,0.21,0.27,0,0.13,0.88,0.5,0.47,0.89,0.6,0,0.1,0.81,0,0.78,0,0.37,0,0,0.69,0.62,0.03,0.67,0.3,0,0,0.4,0,0.13,0.36,0,0.47,0,0.9,0.35,0.78,0.05,0.42,0.77,0.58,0.99,0.07,0,0.79,0.84,0,0,0,0.6,0.38,0,0,0.8,0,0.51
"Area_01","aout","valley","fast-stream","Spring","M","I-2","F1016","Cichla_ocellaris",0.01,0.65,0,0,0.08,0.01,0.85,0.4,0,0.51,0.68,0.94,0.44,0.55,0.92,0.15,0.43,0.25,0,0,0,0.47,0,0,0.74,0,0.44,0.2,0.56,0,0,0.91,0,0,0.79,0.49,0.13,0.74,0.24,0.66,0.78,0.1,0,0,0,0.88,0,0.64,0,0,0,0.55,0,0,0.16,0.31,0.45,0.63,0,0.89
"Area_07","septembre","plains","lake","Winter","M","K-4","F1017","Hoplias_malabaricus",0,0.1,0,0,0.82,0.46,0.02,0.4,0.72,0.16,0,0.14,0,0,0,0.25,0.87,0.08,1,0,0.25,0,0.05,0,0,0.22,0.84,0.92,0.8,0.43,0,0.34,0.96,0,0,0,0.45,0,0.27,0,0,0.9,0.87,0.3,0.69,0,0.58,0.03,0.49,0.66,0,0.75,0,0,0.58,0.54,0.65,0.16,0.79,0
"Area_07","juin","montain","river","Autumn","M","M-6","F1018","Astyanax_fasciatus",0.4,0,0,0.58,0,0.18,0,0.05,0,0.47,0.75,0.13,0.84,0.52,0.15,0.06,0.17,0.75,0.69,0,0.52,0.61,0.55,0.5,0.99,0.93,0.76,0.03,0.16,0.35,0.25,0.38,0.02,0,0.85,0.82,0.93,0.99,0,0,0,0.9,0.65,0,0.5,0.99,0.5,0.7,0,0.62,0,0.99,0.79,0.88,0.06,0.48,0.34,0.19,0,0.47
"Area_04","novembre","valley","marine","Winter","M","K-4","F1019","Hoplias_malabaricus",0.88,0,0.31,0.55,0.78,0,0.94,0,0.48,0,0.14,0.57,0,0.19,0.51,0.83,0.89,0,0.58,0.2,0,0,0,0,1,0,0.12,0.21,0,0,0,0.76,0.35,0.22,0,0,0.46,0.12,0,0.88,0.28,0,0.55,0.76,0.27,0.45,0.76,0.09,0,0.4,0.23,0.06,0.96,0.77,0.47,0.53,0.49,0.41,0.34,0.22
"Area_04","juin","plains","sky","Winter","M","I-2","F1020","Hoplias_malabaricus",0.34,0.87,0,0.95,0,0,0.12,0,0.67,0.66,0.34,0.97,0.63,0,0.23,0.67,0.86,0.86,0,0.54,0.43,0.2,0.52,0.87,0.82,0.46,0.38,0.2,0.52,0,0.21,0,0.3,0.33,0.28,0.55,0,0.75,0,0.09,0,0.3,0,0.67,0.77,0.73,0,0,1,0.71,0.25,0.28,0,0.95,0,0.74,0.62,0.78,0.34,0
"Area_03","fevrier","valley","slow-stream","Autumn","M","H-1","F1021","Pimelodus_maculatus",0.28,0.13,0.95,0,0,0.88,0.63,0.45,0.28,0,0.74,0.93,0.75,0.77,0.38,0,0.03,0.27,0.28,0,0.29,0.13,0.84,0,0.26,0.51,0.69,0.45,0.1,0.18,0.81,0.99,0.11,0,0,0.88,0,0.9,0,0,0.79,0,0.98,0.05,0,0,0,0,0.59,0.59,0.35,0,0.78,0.11,0.19,0,0.15,0,0.51,0.47
"Area_01","septembre","montain","marine","Autumn","M","N-7","F1022","Cichla_ocellaris",0.77,0.37,0.53,0,0.86,0.88,0.14,0,0.21,0.02,0.33,0,0.26,0.27,0.23,0.3,0,0,0,0.59,0,0.7,0,0,0,0.43,0.85,0,0.52,0,0.56,0,0,0.21,0,0.98,0.86,0,0.61,0.35,0,0.61,0.68,0,0.68,0.62,0.63,0.22,0.5,0.36,0.87,0.62,0.7,0.08,0.77,0,0,0.31,0,0.45
"Area_08","decembre","pothole","marine","Autumn","F","H-1","F1023","Hoplias_malabaricus",0.41,0.53,0.52,0,0,0.43,0.83,0,0.9,0.99,0,0.17,0,0.68,0.16,0.74,0.98,0.2,0,0.75,0,0.79,0.03,0.74,0.25,0.03,0.02,0.49,0.72,0,0.8,0,0.53,0.41,0,0,0.11,0,0,0.85,0.66,0,0,0.57,0.35,0,0.87,0.45,0.44,0.58,0.28,0.75,0,0.15,0.03,0.64,0,0.04,0.78,0.06
"Area_07","aout","plains","estuary","Winter","F","J-3","F1024","Prochilodus_lineatus",0.67,0.37,0.67,0.53,0,0,0,0,0.3,0,0.31,0.88,0.7,0,0.67,0.85,0.26,0,0.88,0,0.99,0,0.66,0.41,0,0.8,0,0.63,0.79,0,0,0.55,0.81,0.15,0.25,0,0,0.58,0,0,0.67,0.68,0.9,0.72,0.25,0.16,0.37,0,0.76,0.38,0,0.71,0.62,0,0.84,0.08,0.92,0.32,0.36,0
"Area_06","mars","plains","slow-stream","Summer","M","J-3","F1025","Prochilodus_lineatus",0.5,0.44,0.15,0.18,0.11,0,0.83,0.9,0.18,0.8,0,0,0.3,0.09,0.51,0.72,0.94,0.7,0,0.93,0.24,0.49,0,0.81,0,0.44,0.7,0.13,0.93,0.51,0,0.48,0,0.73,0,0,0.16,0.68,0,0.95,0.81,0,0,0.55,0,0,0,0.28,0.86,0.79,0.38,0,0.15,0,0.21,0.42,0.92,0.28,0.36,0.29
"Area_06","octobre","valley","fast-stream","Autumn","M","M-6","F1026","Cichla_ocellaris",0,0.48,0.2,0.61,0,0,0.82,0.9,0,0.38,0,0.78,0.73,1,0.12,0,0.94,0.77,0.04,0,0.5,0.85,0,0.52,0,0,0.33,0,0.39,0.16,0.27,0.83,0.68,0,0.24,0.4,0.22,0.76,0.42,0.49,0,0.05,0.58,0.76,0.08,0,0.2,0,0.3,0,0.61,0.17,0.75,0,0.26,0,0.57,0,0,0.12
"Area_02","mars","valley","marine","Autumn","M","N-7","F1027","Geophagus_brasiliensis",0,0,0.49,0.12,0.28,0.56,0,0.23,0.18,0.37,0,0.49,0.73,0,0.39,0.26,0.86,0.21,0.28,0.89,0,1,0.88,0.11,0,0,0.75,0.92,0.36,0,0.67,0.27,0.37,0.58,0,0,0.6,0.53,0,0,0,0.53,0,0.65,0,0.22,0.13,0.62,0,0.58,0,0.84,0.27,0.69,0,0,0.57,0,0.98,0.22
"Area_03","decembre","montain","fast-stream","Spring","M","N-7","F1028","Cichla_ocellaris",0.93,0.91,0.29,0.31,0.37,0,0.12,0.26,0.38,0,0.2,0.06,0.58,0.76,0.86,0.2,0.8,0,0.87,0.93,0,0,0.18,0,0.48,0,0.62,0,0,0.31,0.55,0,0.89,0.23,0.69,0.41,0.52,0.5,0.22,0.53,0.15,0.76,0,0.98,0.31,0.61,0.7,0,0,0.29,0,0.64,0.27,0.67,0,0,0.59,0.65,0.54,0
"Area_01","septembre","valley","marine","Winter","M","M-6","F1029","Geophagus_brasiliensis",0.77,0.28,0.43,0.96,0,0.17,0.48,0.1,0.99,0,0.46,0.09,0.36,0.35,0.71,0.4,0,0,0.74,0.41,0.55,0.5,0.91,0.97,0.05,0.21,0.37,0.92,0.1,0,0.46,0,0.43,0,0.64,0,0,0,0.26,0.82,0.41,0.75,0.98,0,0,0.29,0.68,0.53,0.18,0,0.35,0.42,0.66,0,0.38,0,0.6,0,0.68,0.68
"Area_01","juin","montain","marine","Summer","M","M-6","F1030","Leporinus_friderici",0.86,0.73,0.45,0.82,0,0,0.46,0,0.65,0.97,0,0.37,0,0,0,0.39,0.49,0,0,0,0.7,0.54,0.38,0.8,0.13,0,0.77,0.18,0.75,0.47,0,0.56,0.03,0,0,0.45,0,0.6,0.52,0.47,0.04,0.09,0.18,0.74,0.49,0,0.31,0.52,0.47,0,0,0.85,0,0,0.6,0.36,0.74,0.71,0.09,0.45
"Area_02","juillet","pothole","fast-stream","Autumn","M","N-7","F1031","Prochilodus_lineatus",0,0.3,0.13,0.56,0.23,0,0.54,0.25,0.7,0.49,0.25,0,0.27,0,0,0.71,0.27,0.75,0,0.71,0.24,0.28,0.01,0,0.46,0,0.55,0.64,0.56,0,0,0.04,0,0,0.45,0.53,0,0.63,0.49,0,0,0,0.75,0.96,0,0.87,0,0.27,0.47,0.74,0.07,0.15,0.94,0.91,0,0,0,0.21,0.38,0.16
"Area_02","octobre","plains","fast-stream","Autumn","F","K-4","F1032","Leporinus_friderici",0.93,0.65,0.06,0,0.8,0.62,0.76,0.53,0,0.27,0.32,0.6,0.64,0,0.15,0,0.47,0.15,0.44,0.03,0.53,0,0.89,0,0.18,0,0.46,0,0.66,0,0.15,0.32,0,0.9,0.36,0.77,0,1,0.32,0,0.05,0,0.96,0.75,0.26,0.92,0.2,0,0.23,0.57,0,0.74,0.26,0,0,0.89,0.93,0.24,0.62,0
"Area_04","juillet","valley","river","Spring","M","K-4","F1033","Geophagus_brasiliensis",0.53,0.16,0,1,0.25,0.81,0.58,0.67,0,0,0.48,0.67,0,0.23,0.39,0.29,0.09,0.94,0.25,0,0.23,0,0.5,0.97,0,0.4,0,0.96,0,0.7,0,0.02,0.35,0,0,0.16,0,0,0,0.7,0,0,0.1,0.21,0.07,0.55,0.6,0.98,0.87,0.18,0.05,0.67,0,0.16,0.93,0.76,0,0,0.14,0.21
"Area_03","mai","montain","river","Summer","F","L-5","F1034","Astyanax_fasciatus",0,0.85,0,0,0,0.1,0.64,0,0,0.67,0.34,0.94,0.46,0.76,0,0.07,0.85,0,0.07,0.69,0.21,0.1,0.7,0.96,0,0,0.58,0.94,0.94,0,0.31,0,0,0,0,0.2,0.28,0.8,0,0,0,0.44,0,0.86,0.02,0,0.61,0.45,0,0.95,0,0,0.88,0.14,0,0.4,0.74,0.84,0.45,0.87
"Area_02","septembre","plains","river","Summer","M","K-4","F1035","Cichla_ocellaris",0.34,0.13,0,0.46,0.22,0.56,0.59,0.59,0,0,0.26,0.73,0.55,0.04,0.96,0.92,0.16,0,0,0.55,0.37,0.25,0.7,0,0.69,0,0.33,0.3,0.65,0.13,0.8,0,0.2,0.39,0.59,0.43,0,0.58,0.24,0.69,0.65,0,0,0.9,0.29,0.04,0,0.5,0.91,0.2,0,0,0,0.96,0,0.71,0,0,0.83,0.38
"Area_02","novembre","plains","river","Autumn","F","H-1","F1036","Geophagus_brasiliensis",0,0.15,0.95,0,0,0.22,0,0.04,0.49,0.4,0,0,0.2,0,0.14,0.39,0,0,0.65,0.88,0.23,0.03,0.91,0.36,0.67,0.61,0.46,0.48,0.76,0.66,1,0,0.22,0.21,0.39,0.29,0.57,0,0.49,0.93,0.46,0,0.64,0.81,0,0.12,0.27,0,0.01,0,0,0.21,0,0,0,0.56,0.33,0,0,0
"Area_05","mai","pothole","marine","Spring","F","L-5","F1037","Geophagus_brasiliensis",0.69,0.15,0.71,0.9,0.33,0.15,0,0.16,0,0.73,0.65,0.62,0.07,0.81,0.07,0,0,0.1,0.37,0,0,0.81,0,0.41,0.76,0.58,0.89,0,0.71,0.62,0.29,0.17,0,0.97,0.05,0.95,0,0,0,0,0.4,0.78,0.27,0,0.67,0,0,0.48,0.08,0.58,0.65,0.61,0.71,0.02,0.73,0.51,0,0,0.52,0.1
"Area_07","avril","montain","marine","Spring","M","M-6","F1038","Astyanax_fasciatus",0.89,0,0.37,0,0,0.41,0.16,0.85,0,0.46,0.42,0.6,0.38,0,0.02,0.65,0,0,0.94,0,0.73,0.86,0.42,0,0.34,0.62,0.7,0.54,0.43,0.78,0.6,0.94,0,0.49,0,0.99,0.62,0,0,0.52,0.07,0.54,0.86,0,0,0,0.03,0.77,0.59,0.56,0.35,0.64,0,0.43,0.1,0.22,0.76,0.01,0.24,0.29
"Area_01","octobre","montain","sky","Summer","M","H-1","F1039","Geophagus_brasiliensis",0.66,0.91,0.21,0.15,0.79,0,0.37,0,0.11,0.14,0,0.06,0,0,0.13,0.59,0.76,0,0.88,0.27,0.43,0.79,0,0.01,0.09,0.83,0,0.44,1,0,0.72,0.49,0.62,0,0.16,0.51,0.39,0.61,0,0,0,0.85,0.84,0.98,0.62,0,0.46,0,0.35,0,0,0.71,0.91,0.77,0,0,0.47,0,0.15,0
"Area_07","juillet","montain","sky","Summer","F","J-3","F1040","Cichla_ocellaris",0.88,0.51,0.49,0.18,0.23,0.66,0,0.82,0.72,0,0.65,0.31,0.55,0.04,0,0.84,0.86,0,0.27,0.33,0,0.78,0.12,0.32,0.09,0.35,0.16,0.51,0.87,0.87,0.12,0.51,0.79,0.01,0.99,0,0.75,0.69,0.57,0.9,0.41,0.71,0.15,0.35,0,0.1,0.54,0.88,0.83,0.38,0.73,0.96,0.04,0.18,0,0,0,0.33,0.25,0.73
"Area_03","mars","valley","marine","Spring","M","L-5","F1041","Leporinus_friderici",0,0,0,0.16,0,0.97,0,0.78,0.69,0.21,0.26,0,0,0.34,0.24,0.9,0,0.21,0,0,0,0.88,0.08,0.36,0.97,0,0.32,0.61,0.65,0,0,0.73,0,0.18,0.38,0,0,0.76,0.31,0,0.78,0.32,0,0,0.81,0,0.28,0,0.48,0.66,0,0,0.75,0,0,0.28,0.82,0,0.62,0.26
"Area_07","mars","montain","fast-stream","Winter","M","L-5","F1042","Rhamdia_quelen",0.12,0,0.14,0,0,0,0,0,0.97,0.74,0.42,0.8,0.15,0.11,0.47,0.14,0.65,0.16,0.71,0.47,0.88,0,0.88,0.87,0.08,0.86,0,0,0,0.81,0,0.42,0.64,0.38,0,0.61,0.35,0.38,0,0.83,0.18,0.85,0,0.66,0.06,0.45,0.17,0.92,0.94,0,0.81,0.25,0,0,0,0,0.86,0,0.05,0.56
"Area_07","mars","pothole","marine","Spring","M","I-2","F1043","Pimelodus_maculatus",0,0.49,0.31,0.18,0,0.22,0,0.9,0.79,0.42,0.13,0.89,0.15,0.65,0.3,0,0,0,0,0.87,0.81,0.96,0,0,0.08,0.48,0.21,0,0.38,0,0.64,0.88,0,0.82,0.54,0.73,0,0,0.32,0.49,0,0,0.33,0,0.64,0.37,0.97,0.17,0,0.76,0,0.12,0,0,0,0.13,0.71,0,0.9,0
"Area_02","juillet","montain","estuary","Winter","F","L-5","F1044","Leporinus_friderici",0.48,0.29,0,0.8,0,0.02,0.12,0,0.66,0.94,0,0.68,0.94,0,0.79,0,0,0,0,0.43,0.36,0.04,0.88,0,0.94,0.96,0.17,0.13,0.7,0.31,0,0,0,0.26,0.8,0,0,0.28,0,0.83,0.83,0,0.07,0.64,0.08,0.43,0.46,0,0.81,0,0,0,0.57,0.98,0.83,0,0.55,0.5,0.96,0.68
"Area_02","mai","montain","river","Winter","F","K-4","F1045","Geophagus_brasiliensis",0.9,0.77,0.06,0.96,0,0.57,0.83,0,0,0.98,0,0.68,0.82,0.2,0,0.8,0.25,0.95,0.41,0.36,0.78,0.86,0.22,0.41,0.27,0.77,0,0.3,0,0.68,0,0.71,0.67,0.28,0.66,0.21,0.84,0.53,0,0,0.05,0.53,0.53,0,0,0,0.16,0.91,0,0.21,0.91,0.78,0,0.3,0,0.34,0.15,0.72,0.66,0
"Area_04","novembre","valley","marine","Winter","F","I-2","F1046","Rhamdia_quelen",0.58,0,0.7,0.17,0.34,0,0.76,0.62,0,0.7,0.62,0.36,0.69,0.13,0.37,0.7,0,0.81,0,0,0,0.18,0.92,0,0.53,0.5,0.39,0.6,0.38,0.51,0,0.71,0.87,0.16,0.22,0.95,0.58,0.62,0,0,0,0.73,0.85,0,0.65,0.26,0,0.32,0.88,0,0.33,0.73,0.27,0.58,0,0.85,0.93,0.03,0.09,0
"Area_04","juin","plains","marine","Winter","M","L-5","F1047","Prochilodus_lineatus",0,0.38,0.41,0.2,0.82,0,0.46,0,0,0,0.13,0,0,0.17,0,0.97,0,0.79,0.88,0.15,0,0.68,0.3,0.7,0,0,0,0.41,0.92,0.6,0.36,0,0.53,0.76,0.44,0.66,0,0.47,0.52,0,0.19,0.05,0,0.77,0.84,0.99,0.8,0.18,0,0.46,0.67,0.98,0.37,0.83,0,0.76,0.95,0.78,0,0
"Area_04","fevrier","plains","fast-stream","Autumn","M","L-5","F1048","Pimelodus_maculatus",0.09,0.94,0,0.89,0.62,0.34,0,0,0,0.15,0,0,0,0.06,0,0.34,0,0.87,0,0,0.14,0,0.34,0.49,0.62,0.09,0.98,0,0,0.48,0.47,0.65,0.23,0,0.63,0.22,0,0,0.18,0.1,0.52,0,0.92,0.3,0,0.45,0.91,0.35,0.26,0,0.32,0.17,0.44,0.67,0,0,0,0.91,0.02,0
"Area_05","avril","plains","fast-stream","Spring","F","N-7","F1049","Astyanax_fasciatus",0.07,0.12,0.22,0.76,0,0.96,0,0.2,0.06,0.38,0,0,0.27,0.94,0.87,0.73,0.12,0.87,0.29,0,0.78,0,0.5,0,0.43,0.93,0.61,0.91,0.87,0.94,0.59,0.18,0.38,0.25,0.11,0.61,0.33,0.4,0.57,0.77,0.76,0.55,0.8,0.18,0.96,0.34,0.75,0,0.55,0,0,0.16,0.53,0.59,0,0.82,0,0.43,0,0.04
"Area_05","juin","valley","fast-stream","Autumn","M","J-3","F1050","Rhamdia_quelen",0,0.03,0,0.37,0,0,0,0.96,0.06,0.14,0.91,0,0.26,0,0.74,0,0.15,0,0,0.48,0.09,0.25,0.66,0.96,0.01,0,0,0.67,0.99,0.47,0.77,0.2,0.33,0.06,0,0.68,0.55,0,0,0.9,0,0.37,0.82,0,0.14,0,0.88,0.82,0.36,0.45,0.43,0,0.25,0.18,0,0.52,0.27,0.17,0.98,0
"Area_08","juin","valley","estuary","Winter","F","I-2","F1051","Pimelodus_maculatus",0,0.4,0,0,0.73,0,0.14,0.97,0.24,0,0.08,0,0.4,0.07,0,0,0,0.89,0.54,0.37,0,0.8,0.3,0,0.59,0,0.74,0.6,0.86,0,0.99,0,0.29,0.22,0,0,0.25,0,0.14,0,0.42,0.43,0.78,0.94,0,0,0.9,0.06,0.32,0.85,0.17,0.44,0.09,0.68,0,0,0,0.4,0.88,0.86
"Area_04","octobre","pothole","river","Summer","M","L-5","F1052","Prochilodus_lineatus",0,0.37,0.41,0.93,0,0,0.77,0.08,0.96,0.84,0.65,0.51,0.33,0,0,0,0,0,0.07,0,0.09,0,0.08,0,0,0.75,0.67,0,0.23,0,0,0.66,0,0.37,0,0,0.65,0,0.78,0.43,0.05,0,0.92,0.44,0,0,0.03,0.58,0.99,0.34,0.54,0.69,0.13,0.24,0.45,0.21,0,0,0.1,0.15
"Area_04","mai","pothole","marine","Spring","M","M-6","F1053","Cichla_ocellaris",0.72,0,0,0.84,0,0,0,0.96,0,0,0.09,0,0.5,0,0.59,0.89,0,0,0.39,0.52,0.58,0.12,0.58,0.57,0.2,0,0,0.54,0.48,0.68,0.28,0.04,0.4,0,0.21,0.73,0,0,0,0.02,0.9,0.63,0,0.18,0.84,0.04,0.9,0.53,0.48,0.84,0,0.21,0.66,0.05,0,0.05,0.15,0,0.58,0
"Area_07","decembre","plains","river","Spring","M","M-6","F1054","Astyanax_fasciatus",0.63,0.18,0,0,0.39,0.48,0,0.21,0.98,0.4,0.52,0.23,0.51,0,0.31,0.62,0,0.6,0,0.47,0.66,0.28,0.69,0.98,0.31,0.35,0.17,0.67,0.55,0.58,0,0.99,0.79,0,0.22,0,0,0.82,0.77,0.72,0.2,0,0.45,0,0.5,0.02,0,0.43,0,0.65,0,0,0.42,0.82,0.9,0.51,0.34,0,0,0
"Area_02","avril","valley","slow-stream","Spring","F","K-4","F1055","Hoplias_malabaricus",0.14,0.15,0.69,0,0,0.95,0,0,0.98,0.12,0.58,0.71,0.76,0.5,0.04,0.28,0.66,0.09,0.11,0.59,0.59,0,0,0.26,0.81,0,0,0,0.14,0.25,0,0.09,0.11,0,0.59,0.45,0.6,0,0.97,0.31,0.42,0.95,0.54,0.99,0.77,0.85,0,0,0,0.16,0,0,0.87,0,0.73,0.62,0.04,0.26,0.65,0.03
"Area_05","mars","pothole","sky","Spring","M","K-4","F1056","Hoplias_malabaricus",0,0,0,0,0.86,0.44,0.55,0.47,0.78,0,0,0.47,0.81,0.38,0,0,0,0.71,0,0.79,0,0.11,0,0,0.02,0.58,0,0,0.99,0.51,0.27,0,0,0.67,0.82,0.22,0.88,0,0.24,0.63,0.78,0.3,1,0,0.15,0.12,0.35,0,0,0.37,0,0,0,0.66,0.68,0,0.7,0.8,0.93,0.53
"Area_02","juillet","montain","lake","Autumn","F","L-5","F1057","Astyanax_fasciatus",0.04,0.88,0.75,0.83,0.59,0.28,0.28,0.59,0.97,0.17,0.32,0.73,0.88,0,0,0.35,0.83,0.43,0,0.47,0.6,0.45,0.1,0,0.41,0.02,0.11,0.42,0.12,0,0.8,0.69,0,0,0.4,0.53,0.63,0.1,0.68,0.92,0.32,0.19,0.68,0.98,0.02,0,0.18,0.88,0.52,0.39,0.05,0,0,0,0.48,0.18,0,0,0.91,0.53
"Area_02","novembre","valley","marine","Summer","M","N-7","F1058","Cichla_ocellaris",0,0.51,0,0.77,0,0,0,0.04,0,0.51,0.11,0.33,0.01,0.05,0.07,0,0.47,0.93,0.82,0.26,0.78,0,0.8,0.53,0.73,0,0.03,0,0,0.34,0.17,0,0,0.19,0.68,0.41,0.49,0,0,0.85,0,0.96,0.43,0.38,0,0.06,0,0.14,0.41,0.75,0,0.46,0.59,0.44,0,0,0,0.7,0.51,0
