"","scenario_name","prey_item","stomachs_with_prey","total_stomachs","frequency_occurrence","total_volume_item","total_volume_all","volume_percentage","fo_times_v","iai"
"3165","sampling_area=Area_07__season=Summer__sex=F","prey_36",18,27,66.6666666666667,6.48,524.18,1.23621656682819,82.4144377885459,1.23774222405214
"3166","sampling_area=Area_07__season=Summer__sex=F","prey_11",16,27,59.2592592592593,7.26,524.18,1.38502041283529,82.0752837235725,1.23264863465275
"3167","sampling_area=Area_07__season=Summer__sex=F","prey_41",16,27,59.2592592592593,7.18,524.18,1.36975847991148,81.1708728836433,1.21906572958771
"3168","sampling_area=Area_07__season=Summer__sex=F","prey_25",15,27,55.5555555555556,7.56,524.18,1.44225266129955,80.1251478499752,1.20336049560625
"3169","sampling_area=Area_07__season=Summer__sex=F","prey_4",14,27,51.8518518518518,7.88,524.18,1.50330039299477,77.9489092663956,1.17067663029349
"3170","sampling_area=Area_07__season=Summer__sex=F","prey_18",17,27,62.962962962963,6.37,524.18,1.21523140905796,76.5145701999455,1.14913499179189
"3171","sampling_area=Area_07__season=Summer__sex=F","prey_10",15,27,55.5555555555556,6.97,524.18,1.32969590598649,73.8719947770274,1.10944744105497
"3172","sampling_area=Area_07__season=Summer__sex=F","prey_15",14,27,51.8518518518518,7.38,524.18,1.40791331222099,73.002912485533,1.09639511821903
"3173","sampling_area=Area_07__season=Summer__sex=F","prey_3",13,27,48.1481481481481,6.94,524.18,1.32397268114007,63.7468327956328,0.957382574193966
"3174","sampling_area=Area_07__season=Summer__sex=F","prey_13",14,27,51.8518518518518,6.24,524.18,1.19043076805677,61.7260398251661,0.927033270689258
"3175","sampling_area=Area_07__season=Summer__sex=F","prey_46",14,27,51.8518518518518,6.03,524.18,1.15036819413179,59.6487211772038,0.895835035617985
"3176","sampling_area=Area_07__season=Summer__sex=F","prey_52",14,27,51.8518518518518,5.88,524.18,1.12175206989965,58.164922142945,0.873550581995647
"3177","sampling_area=Area_07__season=Summer__sex=F","prey_30",15,27,55.5555555555556,5.36,524.18,1.02254950589492,56.8083058830512,0.853176224398081
"3178","sampling_area=Area_07__season=Summer__sex=F","prey_38",13,27,48.1481481481481,6.17,524.18,1.17707657674845,56.6740573989992,0.851160011927489
"3179","sampling_area=Area_07__season=Summer__sex=F","prey_32",13,27,48.1481481481481,6.1,524.18,1.16372238544012,56.0310778174871,0.841503415357809
"3180","sampling_area=Area_07__season=Summer__sex=F","prey_26",13,27,48.1481481481481,6.04,524.18,1.15227593574726,55.4799524619052,0.833226332583797
"3181","sampling_area=Area_07__season=Summer__sex=M","prey_55",18,22,81.8181818181818,10.36,418.41,2.47604024760402,202.585111167602,3.17707490352753
"3182","sampling_area=Area_07__season=Summer__sex=M","prey_38",16,22,72.7272727272727,10.7,418.41,2.55730025573003,185.985473144002,2.91674830268078
"3183","sampling_area=Area_07__season=Summer__sex=M","prey_11",19,22,86.3636363636364,8.98,418.41,2.14622021462202,185.355382171902,2.90686679558058
"3184","sampling_area=Area_07__season=Summer__sex=M","prey_47",18,22,81.8181818181818,9.27,418.41,2.21553022155302,181.270654490702,2.84280737024133
"3185","sampling_area=Area_07__season=Summer__sex=M","prey_37",18,22,81.8181818181818,8.48,418.41,2.02672020267202,165.822562036802,2.60054007547427
"3186","sampling_area=Area_07__season=Summer__sex=M","prey_51",17,22,77.2727272727273,8.4,418.41,2.00760020076002,155.132742786002,2.43289519639495
"3187","sampling_area=Area_07__season=Summer__sex=M","prey_22",17,22,77.2727272727273,8.16,418.41,1.95024019502402,150.700378706401,2.36338390506938
"3188","sampling_area=Area_07__season=Summer__sex=M","prey_34",16,22,72.7272727272727,8.55,418.41,2.04345020434502,148.614560316002,2.33067270915147
"3189","sampling_area=Area_07__season=Summer__sex=M","prey_7",16,22,72.7272727272727,8.49,418.41,2.02911020291102,147.571651120801,2.31431711119251
"3190","sampling_area=Area_07__season=Summer__sex=M","prey_44",15,22,68.1818181818182,8.99,418.41,2.14861021486102,146.496151013251,2.29745040079734
"3191","sampling_area=Area_07__season=Summer__sex=M","prey_31",16,22,72.7272727272727,7.85,418.41,1.87615018761502,136.447286372001,2.1398573996303
"3192","sampling_area=Area_07__season=Summer__sex=M","prey_57",14,22,63.6363636363636,8.89,418.41,2.12471021247102,135.208831702701,2.12043512705403
"3193","sampling_area=Area_07__season=Summer__sex=M","prey_14",16,22,72.7272727272727,7.48,418.41,1.78772017877202,130.016013001601,2.03899787888339
"3194","sampling_area=Area_07__season=Summer__sex=M","prey_5",16,22,72.7272727272727,7.25,418.41,1.73275017327502,126.018194420001,1.97630142004072
"3195","sampling_area=Area_07__season=Summer__sex=M","prey_24",15,22,68.1818181818182,7.67,418.41,1.83313018331302,124.986148862251,1.96011619289383
"3196","sampling_area=Area_07__season=Summer__sex=M","prey_13",13,22,59.0909090909091,8.76,418.41,2.09364020936402,123.715103280601,1.94018280788135
"3197","sampling_area=Area_07__season=Summer__sex=M","prey_25",15,22,68.1818181818182,7.34,418.41,1.75426017542602,119.608648324501,1.87578264091796
"3198","sampling_area=Area_07__season=Summer__sex=M","prey_17",16,22,72.7272727272727,6.83,418.41,1.63237016323702,118.717830053601,1.86181223432801
"3199","sampling_area=Area_07__season=Summer__sex=M","prey_49",13,22,59.0909090909091,8.23,418.41,1.96697019669702,116.230057077551,1.82279731836342
"3200","sampling_area=Area_07__season=Summer__sex=M","prey_21",15,22,68.1818181818182,7.02,418.41,1.67778016777802,114.394102348501,1.79400465112317
"3201","sampling_area=Area_07__season=Summer__sex=M","prey_4",16,22,72.7272727272727,6.5,418.41,1.55350015535002,112.981829480001,1.77185644555375
"3202","sampling_area=Area_07__season=Summer__sex=M","prey_1",14,22,63.6363636363636,7.29,418.41,1.74231017423102,110.874283814701,1.73880450801169
"3203","sampling_area=Area_07__season=Summer__sex=M","prey_52",14,22,63.6363636363636,7.28,418.41,1.73992017399202,110.722192890401,1.73641931664267
"3204","sampling_area=Area_07__season=Summer__sex=M","prey_32",13,22,59.0909090909091,7.75,418.41,1.85225018522502,109.451147308751,1.71648593163019
"3205","sampling_area=Area_07__season=Summer__sex=M","prey_54",13,22,59.0909090909091,7.62,418.41,1.82118018211802,107.615192579701,1.68769326438994
"3206","sampling_area=Area_07__season=Summer__sex=M","prey_23",15,22,68.1818181818182,6.5,418.41,1.55350015535002,105.920465137501,1.66111541770664
"3207","sampling_area=Area_07__season=Summer__sex=M","prey_19",14,22,63.6363636363636,6.88,418.41,1.64432016443202,104.638555918401,1.64101166188209
"3208","sampling_area=Area_07__season=Summer__sex=M","prey_60",14,22,63.6363636363636,6.77,418.41,1.61803016180302,102.965555751101,1.61477455682293
"3209","sampling_area=Area_07__season=Summer__sex=M","prey_18",12,22,54.5454545454545,7.84,418.41,1.87376018737602,102.205101129601,1.60284859997785
"3210","sampling_area=Area_07__season=Summer__sex=M","prey_12",13,22,59.0909090909091,7.11,418.41,1.69929016992902,100.412600950351,1.57473741598589
"3211","sampling_area=Area_07__season=Summer__sex=M","prey_53",14,22,63.6363636363636,6.54,418.41,1.56306015630602,99.467464492201,1.55991515533559
"3212","sampling_area=Area_07__season=Summer__sex=M","prey_3",14,22,63.6363636363636,6.52,418.41,1.55828015582802,99.163282643601,1.55514477259756
"3213","sampling_area=Area_07__season=Summer__sex=M","prey_48",12,22,54.5454545454545,7.52,418.41,1.79728017972802,98.0334643488009,1.53742620814202
"3214","sampling_area=Area_07__season=Summer__sex=M","prey_33",14,22,63.6363636363636,6.4,418.41,1.52960015296002,97.338191552001,1.52652247616938
"3215","sampling_area=Area_07__season=Summer__sex=M","prey_41",12,22,54.5454545454545,7.46,418.41,1.78294017829402,97.2512824524009,1.5251595096728
"3216","sampling_area=Area_07__season=Summer__sex=M","prey_46",12,22,54.5454545454545,7.37,418.41,1.76143017614302,96.078009607801,1.50675946196898
"3217","sampling_area=Area_07__season=Summer__sex=M","prey_36",12,22,54.5454545454545,7.28,418.41,1.73992017399202,94.9047367632009,1.48835941426515
"3218","sampling_area=Area_07__season=Summer__sex=M","prey_35",13,22,59.0909090909091,6.64,418.41,1.58696015869602,93.7749184684009,1.47064084980961
"3219","sampling_area=Area_07__season=Summer__sex=M","prey_56",13,22,59.0909090909091,6.49,418.41,1.55111015511102,91.6565091656509,1.43741854145548
"3220","sampling_area=Area_07__season=Summer__sex=M","prey_10",14,22,63.6363636363636,6.02,418.41,1.43878014387801,91.5587364286009,1.43588520414683
"3221","sampling_area=Area_07__season=Summer__sex=M","prey_30",14,22,63.6363636363636,6.01,418.41,1.43639014363901,91.4066455043009,1.43350001277781
"3222","sampling_area=Area_07__season=Summer__sex=M","prey_29",14,22,63.6363636363636,6,418.41,1.43400014340001,91.2545545800009,1.4311148214088
"3223","sampling_area=Area_07__season=Summer__sex=M","prey_27",12,22,54.5454545454545,6.97,418.41,1.66583016658302,90.8634636318009,1.42498147217419
"3224","sampling_area=Area_07__season=Summer__sex=M","prey_8",13,22,59.0909090909091,6.28,418.41,1.50092015009202,88.6907361418009,1.39090730975969
"3225","sampling_area=Area_07__season=Summer__sex=M","prey_26",11,22,50,7.3,418.41,1.74470017447002,87.2350087235009,1.36807762094198
"3226","sampling_area=Area_07__season=Summer__sex=M","prey_42",15,22,68.1818181818182,5.3,418.41,1.26670012667001,86.3659177275008,1.35444795597618
"3227","sampling_area=Area_07__season=Summer__sex=M","prey_59",14,22,63.6363636363636,5.67,418.41,1.35513013551301,86.2355540781009,1.35240350623131
"3228","sampling_area=Area_07__season=Summer__sex=M","prey_20",11,22,50,7.08,418.41,1.69212016921202,84.6060084606008,1.32684788442044
"3229","sampling_area=Area_07__season=Summer__sex=M","prey_40",12,22,54.5454545454545,5.97,418.41,1.42683014268301,77.8270986918008,1.22053649768722
"3230","sampling_area=Area_07__season=Summer__sex=M","prey_28",12,22,54.5454545454545,5.94,418.41,1.41966014196601,77.4360077436008,1.21440314845261
"3231","sampling_area=Area_07__season=Summer__sex=M","prey_58",12,22,54.5454545454545,5.86,418.41,1.40054014005401,76.3930985484008,1.19804755049365
"3232","sampling_area=Area_07__season=Summer__sex=M","prey_39",11,22,50,6.19,418.41,1.47941014794101,73.9705073970507,1.16005485940149
"3233","sampling_area=Area_07__season=Summer__sex=M","prey_50",12,22,54.5454545454545,5.19,418.41,1.24041012404101,67.6587340386007,1.06106941758738
"3234","sampling_area=Area_07__season=Summer__sex=M","prey_9",10,22,45.4545454545455,5.77,418.41,1.37903013790301,62.6831880865006,0.983039585658185
"3235","sampling_area=Area_07__season=Summer__sex=M","prey_15",11,22,50,4.96,418.41,1.18544011854401,59.2720059272006,0.929543150667428
"3236","sampling_area=Area_07__season=Summer__sex=M","prey_16",12,22,54.5454545454545,4.21,418.41,1.00619010061901,54.8830963974005,0.860713342590147
"3237","sampling_area=Area_07__season=Summer__sex=M","prey_43",12,22,54.5454545454545,4.2,418.41,1.00380010038001,54.7527327480005,0.858668892845278
"3238","sampling_area=Area_07__season=Summer__sex=M","prey_2",11,22,50,4.09,418.41,0.97751009775101,48.8755048875505,0.766498283514068
"3239","sampling_area=Area_07__season=Summer__sex=M","prey_6",10,22,45.4545454545455,4.23,418.41,1.01097010109701,45.9531864135004,0.720668535066572
"3240","sampling_area=Area_07__season=Summer__sex=M","prey_45",7,22,31.8181818181818,3.71,418.41,0.886690088669009,28.2128664576503,0.442452998952219
"3241","sampling_area=Area_07__season=Winter__sex=F","prey_22",11,12,91.6666666666667,5.57,244.2,2.28091728091728,209.084084084084,3.05214601681744
"3242","sampling_area=Area_07__season=Winter__sex=F","prey_18",10,12,83.3333333333333,5.89,244.2,2.41195741195741,200.996450996451,2.93408520304467
"3243","sampling_area=Area_07__season=Winter__sex=F","prey_1",10,12,83.3333333333333,5.87,244.2,2.4037674037674,200.31395031395,2.92412226517355
"3244","sampling_area=Area_07__season=Winter__sex=F","prey_24",10,12,83.3333333333333,5.63,244.2,2.30548730548731,192.123942123942,2.80456701072012
"3245","sampling_area=Area_07__season=Winter__sex=F","prey_57",9,12,75,5.92,244.2,2.42424242424242,181.818181818182,2.65412664886622
"3246","sampling_area=Area_07__season=Winter__sex=F","prey_7",9,12,75,5.91,244.2,2.42014742014742,181.511056511057,2.64964332682421
"3247","sampling_area=Area_07__season=Winter__sex=F","prey_41",10,12,83.3333333333333,5.21,244.2,2.13349713349713,177.791427791428,2.59534531542661
"3248","sampling_area=Area_07__season=Winter__sex=F","prey_60",9,12,75,5.59,244.2,2.28910728910729,171.683046683047,2.50617702148009
"3249","sampling_area=Area_07__season=Winter__sex=F","prey_13",10,12,83.3333333333333,4.94,244.2,2.02293202293202,168.577668577669,2.4608456541665
"3250","sampling_area=Area_07__season=Winter__sex=F","prey_17",9,12,75,5.37,244.2,2.1990171990172,164.92628992629,2.40754393655601
"3251","sampling_area=Area_07__season=Winter__sex=F","prey_32",9,12,75,5.34,244.2,2.18673218673219,164.004914004914,2.39409397043
"3252","sampling_area=Area_07__season=Winter__sex=F","prey_54",9,12,75,5.07,244.2,2.07616707616708,155.712530712531,2.2730442752959
"3253","sampling_area=Area_07__season=Winter__sex=F","prey_27",9,12,75,4.86,244.2,1.99017199017199,149.262899262899,2.17889451241382
"3254","sampling_area=Area_07__season=Winter__sex=F","prey_10",9,12,75,4.73,244.2,1.93693693693694,145.27027027027,2.12061132586777
"3255","sampling_area=Area_07__season=Winter__sex=F","prey_15",8,12,66.6666666666667,5.31,244.2,2.17444717444717,144.963144963145,2.11612800382577
"3256","sampling_area=Area_07__season=Winter__sex=F","prey_43",8,12,66.6666666666667,5.3,244.2,2.17035217035217,144.690144690145,2.11214282867732
"3257","sampling_area=Area_07__season=Winter__sex=F","prey_33",9,12,75,4.48,244.2,1.83456183456183,137.592137592138,2.00852827481768
"3258","sampling_area=Area_07__season=Winter__sex=F","prey_21",9,12,75,4.43,244.2,1.81408681408681,136.056511056511,1.98611166460766
"3259","sampling_area=Area_07__season=Winter__sex=F","prey_48",8,12,66.6666666666667,4.93,244.2,2.01883701883702,134.589134589135,1.96469134818475
"3260","sampling_area=Area_07__season=Winter__sex=F","prey_55",9,12,75,4.38,244.2,1.79361179361179,134.520884520885,1.96369505439764
"3261","sampling_area=Area_07__season=Winter__sex=F","prey_56",8,12,66.6666666666667,4.89,244.2,2.002457002457,133.497133497133,1.94875064759096
"3262","sampling_area=Area_07__season=Winter__sex=F","prey_30",9,12,75,4.34,244.2,1.77723177723178,133.292383292383,1.94576176622963
"3263","sampling_area=Area_07__season=Winter__sex=F","prey_46",9,12,75,4.32,244.2,1.76904176904177,132.678132678133,1.93679512214562
"3264","sampling_area=Area_07__season=Winter__sex=F","prey_39",9,12,75,4.05,244.2,1.65847665847666,124.385749385749,1.81574542701152
"3265","sampling_area=Area_07__season=Winter__sex=F","prey_40",9,12,75,4,244.2,1.63800163800164,122.850122850123,1.7933288168015
"3266","sampling_area=Area_07__season=Winter__sex=F","prey_19",8,12,66.6666666666667,4.42,244.2,1.80999180999181,120.666120666121,1.76144741561392
"3267","sampling_area=Area_07__season=Winter__sex=F","prey_34",8,12,66.6666666666667,4.3,244.2,1.76085176085176,117.390117390117,1.71362531383254
"3268","sampling_area=Area_07__season=Winter__sex=F","prey_53",8,12,66.6666666666667,4.23,244.2,1.73218673218673,115.479115479115,1.68572908779341
"3269","sampling_area=Area_07__season=Winter__sex=F","prey_36",8,12,66.6666666666667,4.08,244.2,1.67076167076167,111.384111384111,1.62595146056669
"3270","sampling_area=Area_07__season=Winter__sex=F","prey_4",8,12,66.6666666666667,3.94,244.2,1.61343161343161,107.562107562108,1.57015900848842
"3271","sampling_area=Area_07__season=Winter__sex=F","prey_58",9,12,75,3.44,244.2,1.40868140868141,105.651105651106,1.54226278244929
"3272","sampling_area=Area_07__season=Winter__sex=F","prey_11",8,12,66.6666666666667,3.85,244.2,1.57657657657658,105.105105105105,1.53429243215239
"3273","sampling_area=Area_07__season=Winter__sex=F","prey_14",9,12,75,3.42,244.2,1.4004914004914,105.036855036855,1.53329613836528
"3274","sampling_area=Area_07__season=Winter__sex=F","prey_38",7,12,58.3333333333333,4.32,244.2,1.76904176904177,103.194103194103,1.50639620611326
"3275","sampling_area=Area_07__season=Winter__sex=F","prey_8",7,12,58.3333333333333,4.27,244.2,1.74856674856675,101.999726999727,1.4889610648388
"3276","sampling_area=Area_07__season=Winter__sex=F","prey_42",7,12,58.3333333333333,4.25,244.2,1.74037674037674,101.521976521977,1.48198700832902
"3277","sampling_area=Area_07__season=Winter__sex=F","prey_29",7,12,58.3333333333333,4.21,244.2,1.72399672399672,100.566475566476,1.46803889530945
"3278","sampling_area=Area_07__season=Winter__sex=F","prey_3",7,12,58.3333333333333,4.07,244.2,1.66666666666667,97.2222222222222,1.41922049974096
"3279","sampling_area=Area_07__season=Winter__sex=F","prey_51",7,12,58.3333333333333,3.97,244.2,1.62571662571663,94.8334698334698,1.38435021719205
"3280","sampling_area=Area_07__season=Winter__sex=F","prey_49",9,12,75,3.07,244.2,1.25716625716626,94.2874692874693,1.37637986689515
"3281","sampling_area=Area_07__season=Winter__sex=F","prey_2",7,12,58.3333333333333,3.87,244.2,1.58476658476658,92.4447174447175,1.34947993464313
"3282","sampling_area=Area_07__season=Winter__sex=F","prey_6",8,12,66.6666666666667,3.36,244.2,1.37592137592138,91.7280917280917,1.33901884987845
"3283","sampling_area=Area_07__season=Winter__sex=F","prey_47",9,12,75,2.97,244.2,1.21621621621622,91.2162162162162,1.33154664647511
"3284","sampling_area=Area_07__season=Winter__sex=F","prey_35",7,12,58.3333333333333,3.76,244.2,1.53972153972154,89.8170898170898,1.31112262383932
"3285","sampling_area=Area_07__season=Winter__sex=F","prey_28",8,12,66.6666666666667,3.2,244.2,1.31040131040131,87.3600873600874,1.27525604750329
"3286","sampling_area=Area_07__season=Winter__sex=F","prey_23",7,12,58.3333333333333,3.33,244.2,1.36363636363636,79.5454545454546,1.16118040887897
"3287","sampling_area=Area_07__season=Winter__sex=F","prey_16",6,12,50,3.87,244.2,1.58476658476658,79.2383292383292,1.15669708683697
"3288","sampling_area=Area_07__season=Winter__sex=F","prey_25",7,12,58.3333333333333,3.09,244.2,1.26535626535627,73.8124488124488,1.07749173076157
"3289","sampling_area=Area_07__season=Winter__sex=F","prey_52",7,12,58.3333333333333,3.02,244.2,1.23669123669124,72.1403221403222,1.05308253297732
"3290","sampling_area=Area_07__season=Winter__sex=F","prey_5",7,12,58.3333333333333,3.01,244.2,1.23259623259623,71.9014469014469,1.04959550472243
"3291","sampling_area=Area_07__season=Winter__sex=F","prey_50",8,12,66.6666666666667,2.4,244.2,0.982800982800983,65.5200655200655,0.956442035627466
"3292","sampling_area=Area_07__season=Winter__sex=F","prey_37",6,12,50,3.1,244.2,1.26945126945127,63.4725634725635,0.926553222014108
"3293","sampling_area=Area_07__season=Winter__sex=F","prey_44",6,12,50,3.09,244.2,1.26535626535627,63.2678132678133,0.923564340652772
"3294","sampling_area=Area_07__season=Winter__sex=F","prey_9",7,12,58.3333333333333,2.35,244.2,0.962325962325962,56.1356811356811,0.819451639899574
"3295","sampling_area=Area_07__season=Winter__sex=F","prey_12",6,12,50,2.55,244.2,1.04422604422604,52.2113022113022,0.762164747140637
"3296","sampling_area=Area_07__season=Winter__sex=F","prey_59",5,12,41.6666666666667,2.92,244.2,1.1957411957412,49.8225498225498,0.727294464591719
"3297","sampling_area=Area_07__season=Winter__sex=F","prey_45",6,12,50,2.28,244.2,0.933660933660934,46.6830466830467,0.681464950384569
"3298","sampling_area=Area_07__season=Winter__sex=F","prey_31",5,12,41.6666666666667,2.39,244.2,0.978705978705979,40.7794157794158,0.595285537799386
"3299","sampling_area=Area_07__season=Winter__sex=F","prey_20",5,12,41.6666666666667,2.19,244.2,0.896805896805897,37.3669123669124,0.545470848443789
"3300","sampling_area=Area_07__season=Winter__sex=F","prey_26",5,12,41.6666666666667,1.28,244.2,0.524160524160524,21.8400218400218,0.318814011875822
"3301","sampling_area=Area_07__season=Winter__sex=M","prey_18",15,18,83.3333333333333,9.5,345.67,2.7482859374548,229.023828121233,3.49472847799057
"3302","sampling_area=Area_07__season=Winter__sex=M","prey_4",16,18,88.8888888888889,8.13,345.67,2.35195417594816,209.062593417614,3.19013530117202
"3303","sampling_area=Area_07__season=Winter__sex=M","prey_49",15,18,83.3333333333333,8.06,345.67,2.33170364798797,194.30863733233,2.96500121395831
"3304","sampling_area=Area_07__season=Winter__sex=M","prey_35",15,18,83.3333333333333,7.53,345.67,2.17837822200365,181.531518500304,2.770032151502
"3305","sampling_area=Area_07__season=Winter__sex=M","prey_41",13,18,72.2222222222222,7.7,345.67,2.22755807562126,160.879194350424,2.45489347822355
"3306","sampling_area=Area_07__season=Winter__sex=M","prey_2",13,18,72.2222222222222,7.6,345.67,2.19862874996384,158.789854164055,2.42301174474013
"3307","sampling_area=Area_07__season=Winter__sex=M","prey_47",12,18,66.6666666666667,7.69,345.67,2.22466514305552,148.311009537034,2.26311258911558
"3308","sampling_area=Area_07__season=Winter__sex=M","prey_53",13,18,72.2222222222222,7.07,345.67,2.04530332397952,147.716351176299,2.25403855727799
"3309","sampling_area=Area_07__season=Winter__sex=M","prey_32",14,18,77.7777777777778,6.47,345.67,1.871727370035,145.578795447167,2.22142109148341
"3310","sampling_area=Area_07__season=Winter__sex=M","prey_22",13,18,72.2222222222222,6.83,345.67,1.97587294240171,142.701934729013,2.17752239691777
"3311","sampling_area=Area_07__season=Winter__sex=M","prey_6",13,18,72.2222222222222,6.79,345.67,1.96430121213875,141.866198654465,2.1647697035244
"3312","sampling_area=Area_07__season=Winter__sex=M","prey_54",13,18,72.2222222222222,6.71,345.67,1.94115775161281,140.19472650537,2.13926431673766
"3313","sampling_area=Area_07__season=Winter__sex=M","prey_26",12,18,66.6666666666667,7.02,345.67,2.03083866115081,135.389244076721,2.06593632972579
"3314","sampling_area=Area_07__season=Winter__sex=M","prey_5",12,18,66.6666666666667,6.89,345.67,1.99323053779616,132.882035853078,2.02767824954569
"3315","sampling_area=Area_07__season=Winter__sex=M","prey_39",12,18,66.6666666666667,6.83,345.67,1.97587294240171,131.724862826781,2.01002067407794
"3316","sampling_area=Area_07__season=Winter__sex=M","prey_11",11,18,61.1111111111111,7.27,345.67,2.10316197529436,128.526565156877,1.96121709743793
"3317","sampling_area=Area_07__season=Winter__sex=M","prey_28",13,18,72.2222222222222,5.96,345.67,1.72418780918217,124.524675107601,1.90015131561199
"3318","sampling_area=Area_07__season=Winter__sex=M","prey_14",13,18,72.2222222222222,5.9,345.67,1.70683021378772,123.27107099578,1.88102227552194
"3319","sampling_area=Area_07__season=Winter__sex=M","prey_19",11,18,61.1111111111111,6.93,345.67,2.00480226805913,122.515694159169,1.86949580264716
"3320","sampling_area=Area_07__season=Winter__sex=M","prey_55",13,18,72.2222222222222,5.86,345.67,1.69525848352475,122.435334921232,1.86826958212857
"3321","sampling_area=Area_07__season=Winter__sex=M","prey_3",13,18,72.2222222222222,5.72,345.67,1.65475742760436,119.510258660315,1.82363515525178
"3322","sampling_area=Area_07__season=Winter__sex=M","prey_58",12,18,66.6666666666667,6.15,345.67,1.77915352793126,118.610235195418,1.80990148544354
"3323","sampling_area=Area_07__season=Winter__sex=M","prey_8",13,18,72.2222222222222,5.6,345.67,1.62004223681546,117.003050436672,1.78537707507167
"3324","sampling_area=Area_07__season=Winter__sex=M","prey_9",12,18,66.6666666666667,6.05,345.67,1.75022420227384,116.681613484923,1.7804721929973
"3325","sampling_area=Area_07__season=Winter__sex=M","prey_40",11,18,61.1111111111111,6.59,345.67,1.90644256082391,116.504823161461,1.77777450785639
"3326","sampling_area=Area_07__season=Winter__sex=M","prey_51",13,18,72.2222222222222,5.4,345.67,1.56218358550062,112.824370063934,1.72161360810483
"3327","sampling_area=Area_07__season=Winter__sex=M","prey_46",12,18,66.6666666666667,5.84,345.67,1.68947261839327,112.631507892884,1.7186706788602
"3328","sampling_area=Area_07__season=Winter__sex=M","prey_15",11,18,61.1111111111111,6.03,345.67,1.74443833714236,106.604565047589,1.62670413996571
"3329","sampling_area=Area_07__season=Winter__sex=M","prey_33",13,18,72.2222222222222,4.99,345.67,1.4435733503052,104.25807529982,1.59089850082279
"3330","sampling_area=Area_07__season=Winter__sex=M","prey_38",11,18,61.1111111111111,5.82,345.67,1.68368675326178,102.891968254887,1.57005275200671
"3331","sampling_area=Area_07__season=Winter__sex=M","prey_31",11,18,61.1111111111111,5.75,345.67,1.66343622530159,101.654435990653,1.55116895602037
"3332","sampling_area=Area_07__season=Winter__sex=M","prey_59",10,18,55.5555555555556,6.32,345.67,1.82833338154888,101.574076752715,1.54994273550178
"3333","sampling_area=Area_07__season=Winter__sex=M","prey_30",11,18,61.1111111111111,5.71,345.67,1.65186449503862,100.947274696805,1.54037821545675
"3334","sampling_area=Area_07__season=Winter__sex=M","prey_57",11,18,61.1111111111111,5.6,345.67,1.62004223681546,99.0025811387225,1.5107036789068
"3335","sampling_area=Area_07__season=Winter__sex=M","prey_10",12,18,66.6666666666667,5.08,345.67,1.46960974339688,97.9739828931254,1.49500805626881
"3336","sampling_area=Area_07__season=Winter__sex=M","prey_23",10,18,55.5555555555556,6.02,345.67,1.74154540457662,96.7525224764788,1.47636950438619
"3337","sampling_area=Area_07__season=Winter__sex=M","prey_17",12,18,66.6666666666667,4.85,345.67,1.40307229438482,93.5381529589878,1.42732068364246
"3338","sampling_area=Area_07__season=Winter__sex=M","prey_29",10,18,55.5555555555556,5.67,345.67,1.64029276477565,91.1273758208696,1.39053406808467
"3339","sampling_area=Area_07__season=Winter__sex=M","prey_60",12,18,66.6666666666667,4.67,345.67,1.35099950820146,90.0666338800976,1.37434795723924
"3340","sampling_area=Area_07__season=Winter__sex=M","prey_52",11,18,61.1111111111111,5.04,345.67,1.45803801313391,89.1023230248503,1.35963331101612
"3341","sampling_area=Area_07__season=Winter__sex=M","prey_12",11,18,61.1111111111111,5.01,345.67,1.44935921543669,88.5719520544643,1.3515402555934
"3342","sampling_area=Area_07__season=Winter__sex=M","prey_42",11,18,61.1111111111111,4.98,345.67,1.44068041773946,88.0415810840783,1.34344720017069
"3343","sampling_area=Area_07__season=Winter__sex=M","prey_24",11,18,61.1111111111111,4.78,345.67,1.38282176642462,84.5057746148382,1.28949349735259
"3344","sampling_area=Area_07__season=Winter__sex=M","prey_1",11,18,61.1111111111111,4.77,345.67,1.37992883385888,84.3289842913762,1.28679581221168
"3345","sampling_area=Area_07__season=Winter__sex=M","prey_16",10,18,55.5555555555556,5.14,345.67,1.48696733879133,82.6092965995185,1.26055469311379
"3346","sampling_area=Area_07__season=Winter__sex=M","prey_21",11,18,61.1111111111111,4.59,345.67,1.32785604767553,81.1467584690601,1.23823747967539
"3347","sampling_area=Area_07__season=Winter__sex=M","prey_37",10,18,55.5555555555556,4.86,345.67,1.40596522695056,78.1091792750311,1.19188634407257
"3348","sampling_area=Area_07__season=Winter__sex=M","prey_25",10,18,55.5555555555556,4.83,345.67,1.39728642925333,77.6270238474074,1.18452902096101
"3349","sampling_area=Area_07__season=Winter__sex=M","prey_45",9,18,50,5.31,345.67,1.53614719240894,76.8073596204472,1.17202157167136
"3350","sampling_area=Area_07__season=Winter__sex=M","prey_44",10,18,55.5555555555556,4.74,345.67,1.37125003616166,76.1805575645365,1.16245705162634
"3351","sampling_area=Area_07__season=Winter__sex=M","prey_48",10,18,55.5555555555556,4.64,345.67,1.34232071050424,74.573372805791,1.13793264125447
"3352","sampling_area=Area_07__season=Winter__sex=M","prey_20",10,18,55.5555555555556,4.59,345.67,1.32785604767553,73.7697804264183,1.12567043606854
"3353","sampling_area=Area_07__season=Winter__sex=M","prey_27",9,18,50,5.07,345.67,1.46671681083114,73.335840541557,1.11904884526814
